strasse,sprache,typ,generisch
Föhrenkamp,de-DE,Kamp,false
Kastanienstraße,de-DE,Straße,false
Kastanienweg,de-DE,Weg,false
Kastaniengasse,de-DE,Gasse,false
Kastanienplatz,de-DE,Platz,false
Kastanienallee,de-DE,Allee,false
Kastanienring,de-DE,Ring,false
Kastaniendamm,de-DE,Damm,false
Kastaniensteig,de-DE,Steig,false
Kastanienpfad,de-DE,Pfad,false
Kastanienhof,de-DE,Hof,false
Kastanienkamp,de-DE,Kamp,false
Pappelstraße,de-DE,Straße,false
Pappelweg,de-DE,Weg,false
Pappelgasse,de-DE,Gasse,false
Pappelplatz,de-DE,Platz,false
Pappelallee,de-DE,Allee,false
Pappelring,de-DE,Ring,false
Pappeldamm,de-DE,Damm,false
Pappelsteig,de-DE,Steig,false
Pappelpfad,de-DE,Pfad,false
Pappelhof,de-DE,Hof,false
Pappelkamp,de-DE,Kamp,false
Ulmenstraße,de-DE,Straße,false
Ulmenweg,de-DE,Weg,false
Ulmengasse,de-DE,Gasse,false
Ulmenplatz,de-DE,Platz,false
Ulmenallee,de-DE,Allee,false
Ulmenring,de-DE,Ring,false
Ulmendamm,de-DE,Damm,false
Ulmensteig,de-DE,Steig,false
Ulmenpfad,de-DE,Pfad,false
Ulmenhof,de-DE,Hof,false
Ulmenkamp,de-DE,Kamp,false
Weidenstraße,de-DE,Straße,false
Weidenweg,de-DE,Weg,false
Weidengasse,de-DE,Gasse,false
Weidenplatz,de-DE,Platz,false
Weidenallee,de-DE,Allee,false
Weidenring,de-DE,Ring,false
Weidendamm,de-DE,Damm,false
Weidensteig,de-DE,Steig,false
Weidenpfad,de-DE,Pfad,false
Weidenhof,de-DE,Hof,false
Weidenkamp,de-DE,Kamp,false
Kirschstraße,de-DE,Straße,false
Kirschweg,de-DE,Weg,false
Kirschgasse,de-DE,Gasse,false
Kirschplatz,de-DE,Platz,false
Kirschallee,de-DE,Allee,false
Kirschring,de-DE,Ring,false
Kirschdamm,de-DE,Damm,false
Kirschsteig,de-DE,Steig,false
Kirschpfad,de-DE,Pfad,false
Kirschhof,de-DE,Hof,false
Kirschkamp,de-DE,Kamp,false
Apfelstraße,de-DE,Straße,false
Apfelweg,de-DE,Weg,false
Apfelgasse,de-DE,Gasse,false
Apfelplatz,de-DE,Platz,false
Apfelallee,de-DE,Allee,false
Apfelring,de-DE,Ring,false
Apfeldamm,de-DE,Damm,false
Apfelsteig,de-DE,Steig,false
Apfelpfad,de-DE,Pfad,false
Apfelhof,de-DE,Hof,false
Apfelkamp,de-DE,Kamp,false
Nussstraße,de-DE,Straße,false
Nussweg,de-DE,Weg,false
Nussgasse,de-DE,Gasse,false
Nussplatz,de-DE,Platz,false
Nussallee,de-DE,Allee,false
Nussring,de-DE,Ring,false
Nussdamm,de-DE,Damm,false
Nusssteig,de-DE,Steig,false
Nusspfad,de-DE,Pfad,false
Nusshof,de-DE,Hof,false
Nusskamp,de-DE,Kamp,false
Holunderstraße,de-DE,Straße,false
Holunderweg,de-DE,Weg,false
Holundergasse,de-DE,Gasse,false
Holunderplatz,de-DE,Platz,false
Holunderallee,de-DE,Allee,false
Holunderring,de-DE,Ring,false
Holunderdamm,de-DE,Damm,false
Holundersteig,de-DE,Steig,false
Holunderpfad,de-DE,Pfad,false
Holunderhof,de-DE,Hof,false
Holunderkamp,de-DE,Kamp,false
Fliederstraße,de-DE,Straße,false
Fliederweg,de-DE,Weg,false
Fliedergasse,de-DE,Gasse,false
Fliederplatz,de-DE,Platz,false
Fliederallee,de-DE,Allee,false
Fliederring,de-DE,Ring,false
Fliederdamm,de-DE,Damm,false
Fliedersteig,de-DE,Steig,false
Fliederpfad,de-DE,Pfad,false
Fliederhof,de-DE,Hof,false
Fliederkamp,de-DE,Kamp,false
Tulpenstraße,de-DE,Straße,false
Tulpenweg,de-DE,Weg,false
Tulpengasse,de-DE,Gasse,false
Tulpenplatz,de-DE,Platz,false
Tulpenallee,de-DE,Allee,false
Tulpenring,de-DE,Ring,false
Tulpendamm,de-DE,Damm,false
Tulpensteig,de-DE,Steig,false
Tulpenpfad,de-DE,Pfad,false
Tulpenhof,de-DE,Hof,false
Tulpenkamp,de-DE,Kamp,false
Nelkenstraße,de-DE,Straße,false
Nelkenweg,de-DE,Weg,false
Nelkengasse,de-DE,Gasse,false
Nelkenplatz,de-DE,Platz,false
Nelkenallee,de-DE,Allee,false
Nelkenring,de-DE,Ring,false
Nelkendamm,de-DE,Damm,false
Nelkensteig,de-DE,Steig,false
Nelkenpfad,de-DE,Pfad,false
Nelkenhof,de-DE,Hof,false
Nelkenkamp,de-DE,Kamp,false
Veilchenstraße,de-DE,Straße,false
Veilchenweg,de-DE,Weg,false
Veilchengasse,de-DE,Gasse,false
Veilchenplatz,de-DE,Platz,false
Veilchenallee,de-DE,Allee,false
Veilchenring,de-DE,Ring,false
Veilchendamm,de-DE,Damm,false
Veilchensteig,de-DE,Steig,false
Veilchenpfad,de-DE,Pfad,false
Veilchenhof,de-DE,Hof,false
Veilchenkamp,de-DE,Kamp,false
Enzianstraße,de-DE,Straße,false
Enzianweg,de-DE,Weg,false
Enziangasse,de-DE,Gasse,false
Enzianplatz,de-DE,Platz,false
Enzianallee,de-DE,Allee,false
Enzianring,de-DE,Ring,false
Enziandamm,de-DE,Damm,false
Enziansteig,de-DE,Steig,false
Enzianpfad,de-DE,Pfad,false
Enzianhof,de-DE,Hof,false
Enziankamp,de-DE,Kamp,false
Edelweissstraße,de-DE,Straße,false
Edelweissweg,de-DE,Weg,false
Edelweissgasse,de-DE,Gasse,false
Edelweissplatz,de-DE,Platz,false
Edelweissallee,de-DE,Allee,false
Edelweissring,de-DE,Ring,false
Edelweissdamm,de-DE,Damm,false
Edelweisssteig,de-DE,Steig,false
Edelweisspfad,de-DE,Pfad,false
Edelweisshof,de-DE,Hof,false
Edelweisskamp,de-DE,Kamp,false
Alpenrosenstraße,de-DE,Straße,false
Alpenrosenweg,de-DE,Weg,false
Alpenrosengasse,de-DE,Gasse,false
Alpenrosenplatz,de-DE,Platz,false
Alpenrosenallee,de-DE,Allee,false
Alpenrosenring,de-DE,Ring,false
Alpenrosendamm,de-DE,Damm,false
Alpenrosensteig,de-DE,Steig,false
Alpenrosenpfad,de-DE,Pfad,false
Alpenrosenhof,de-DE,Hof,false
Alpenrosenkamp,de-DE,Kamp,false
Farnstraße,de-DE,Straße,false
Farnweg,de-DE,Weg,false
Farngasse,de-DE,Gasse,false
Farnplatz,de-DE,Platz,false
Farnallee,de-DE,Allee,false
Farnring,de-DE,Ring,false
Farndamm,de-DE,Damm,false
Farnsteig,de-DE,Steig,false
Farnpfad,de-DE,Pfad,false
Farnhof,de-DE,Hof,false
Farnkamp,de-DE,Kamp,false
Moosstraße,de-DE,Straße,false
Moosweg,de-DE,Weg,false
Moosgasse,de-DE,Gasse,false
Moosplatz,de-DE,Platz,false
Moosallee,de-DE,Allee,false
Moosring,de-DE,Ring,false
Moosdamm,de-DE,Damm,false
Moossteig,de-DE,Steig,false
Moospfad,de-DE,Pfad,false
Mooshof,de-DE,Hof,false
Mooskamp,de-DE,Kamp,false
Heidestraße,de-DE,Straße,false
Heideweg,de-DE,Weg,false
Heidegasse,de-DE,Gasse,false
Heideplatz,de-DE,Platz,false
Heideallee,de-DE,Allee,false
Heidering,de-DE,Ring,false
Heidedamm,de-DE,Damm,false
Heidesteig,de-DE,Steig,false
Heidepfad,de-DE,Pfad,false
Heidehof,de-DE,Hof,false
Heidekamp,de-DE,Kamp,false
Wiesenstraße,de-DE,Straße,false
Wiesenweg,de-DE,Weg,false
Wiesengasse,de-DE,Gasse,false
Wiesenplatz,de-DE,Platz,false
Wiesenallee,de-DE,Allee,false
Wiesenring,de-DE,Ring,false
Wiesendamm,de-DE,Damm,false
Wiesensteig,de-DE,Steig,false
Wiesenpfad,de-DE,Pfad,false
Wiesenhof,de-DE,Hof,false
Wiesenkamp,de-DE,Kamp,false
Feldstraße,de-DE,Straße,false
Feldweg,de-DE,Weg,false
Feldgasse,de-DE,Gasse,false
Feldplatz,de-DE,Platz,false
Feldallee,de-DE,Allee,false
Feldring,de-DE,Ring,false
Felddamm,de-DE,Damm,false
Feldsteig,de-DE,Steig,false
Feldpfad,de-DE,Pfad,false
Feldhof,de-DE,Hof,false
Feldkamp,de-DE,Kamp,false
Ackerstraße,de-DE,Straße,false
Ackerweg,de-DE,Weg,false
Ackergasse,de-DE,Gasse,false
Ackerplatz,de-DE,Platz,false
Ackerallee,de-DE,Allee,false
Ackerring,de-DE,Ring,false
Ackerdamm,de-DE,Damm,false
Ackersteig,de-DE,Steig,false
Ackerpfad,de-DE,Pfad,false
Ackerhof,de-DE,Hof,false
Ackerkamp,de-DE,Kamp,false
Gartenstraße,de-DE,Straße,false
Gartenweg,de-DE,Weg,false
Gartengasse,de-DE,Gasse,false
Gartenplatz,de-DE,Platz,false
Gartenallee,de-DE,Allee,false
Gartenring,de-DE,Ring,false
Gartendamm,de-DE,Damm,false
Gartensteig,de-DE,Steig,false
Gartenpfad,de-DE,Pfad,false
Gartenhof,de-DE,Hof,false
Gartenkamp,de-DE,Kamp,false
Mühlestraße,de-DE,Straße,false
Mühleweg,de-DE,Weg,false
Mühlegasse,de-DE,Gasse,false
Mühleplatz,de-DE,Platz,false
Mühleallee,de-DE,Allee,false
Mühlering,de-DE,Ring,false
Mühledamm,de-DE,Damm,false
Mühlesteig,de-DE,Steig,false
Mühlepfad,de-DE,Pfad,false
Mühlehof,de-DE,Hof,false
Mühlekamp,de-DE,Kamp,false
Mühlenstraße,de-DE,Straße,false
Mühlenweg,de-DE,Weg,false
Mühlengasse,de-DE,Gasse,false
Mühlenplatz,de-DE,Platz,false
Mühlenallee,de-DE,Allee,false
Mühlenring,de-DE,Ring,false
Mühlendamm,de-DE,Damm,false
Mühlensteig,de-DE,Steig,false
Mühlenpfad,de-DE,Pfad,false
Mühlenhof,de-DE,Hof,false
Mühlenkamp,de-DE,Kamp,false
Brunnenstraße,de-DE,Straße,false
Brunnenweg,de-DE,Weg,false
Brunnengasse,de-DE,Gasse,false
Brunnenplatz,de-DE,Platz,false
Brunnenallee,de-DE,Allee,false
Brunnenring,de-DE,Ring,false
Brunnendamm,de-DE,Damm,false
Brunnensteig,de-DE,Steig,false
Brunnenpfad,de-DE,Pfad,false
Brunnenhof,de-DE,Hof,false
Brunnenkamp,de-DE,Kamp,false
Quellstraße,de-DE,Straße,false
Quellweg,de-DE,Weg,false
Quellgasse,de-DE,Gasse,false
Quellplatz,de-DE,Platz,false
Quellallee,de-DE,Allee,false
Quellring,de-DE,Ring,false
Quelldamm,de-DE,Damm,false
Quellsteig,de-DE,Steig,false
Quellpfad,de-DE,Pfad,false
Quellhof,de-DE,Hof,false
Quellkamp,de-DE,Kamp,false
Bachstraße,de-DE,Straße,false
Bachweg,de-DE,Weg,false
Bachgasse,de-DE,Gasse,false
Bachplatz,de-DE,Platz,false
Bachallee,de-DE,Allee,false
Bachring,de-DE,Ring,false
Bachdamm,de-DE,Damm,false
Bachsteig,de-DE,Steig,false
Bachpfad,de-DE,Pfad,false
Bachhof,de-DE,Hof,false
Bachkamp,de-DE,Kamp,false
Flussstraße,de-DE,Straße,false
Flussweg,de-DE,Weg,false
Flussgasse,de-DE,Gasse,false
Flussplatz,de-DE,Platz,false
Flussallee,de-DE,Allee,false
Flussring,de-DE,Ring,false
Flussdamm,de-DE,Damm,false
Flusssteig,de-DE,Steig,false
Flusspfad,de-DE,Pfad,false
Flusshof,de-DE,Hof,false
Flusskamp,de-DE,Kamp,false
Teichstraße,de-DE,Straße,false
Teichweg,de-DE,Weg,false
Teichgasse,de-DE,Gasse,false
Teichplatz,de-DE,Platz,false
Teichallee,de-DE,Allee,false
Teichring,de-DE,Ring,false
Teichdamm,de-DE,Damm,false
Teichsteig,de-DE,Steig,false
Teichpfad,de-DE,Pfad,false
Teichhof,de-DE,Hof,false
Teichkamp,de-DE,Kamp,false
Weiherstraße,de-DE,Straße,false
Weiherweg,de-DE,Weg,false
Weihergasse,de-DE,Gasse,false
Weiherplatz,de-DE,Platz,false
Weiherallee,de-DE,Allee,false
Weiherring,de-DE,Ring,false
Weiherdamm,de-DE,Damm,false
Weihersteig,de-DE,Steig,false
Weiherpfad,de-DE,Pfad,false
Weiherhof,de-DE,Hof,false
Weiherkamp,de-DE,Kamp,false
Seestraße,de-DE,Straße,false
Seeweg,de-DE,Weg,false
Seegasse,de-DE,Gasse,false
Seeplatz,de-DE,Platz,false
Seeallee,de-DE,Allee,false
Seering,de-DE,Ring,false
Seedamm,de-DE,Damm,false
Seesteig,de-DE,Steig,false
Seepfad,de-DE,Pfad,false
Seehof,de-DE,Hof,false
Seekamp,de-DE,Kamp,false
Uferstraße,de-DE,Straße,false
Uferweg,de-DE,Weg,false
Ufergasse,de-DE,Gasse,false
Uferplatz,de-DE,Platz,false
Uferallee,de-DE,Allee,false
Uferring,de-DE,Ring,false
Uferdamm,de-DE,Damm,false
Ufersteig,de-DE,Steig,false
Uferpfad,de-DE,Pfad,false
Uferhof,de-DE,Hof,false
Uferkamp,de-DE,Kamp,false
Inselstraße,de-DE,Straße,false
Inselweg,de-DE,Weg,false
Inselgasse,de-DE,Gasse,false
Inselplatz,de-DE,Platz,false
Inselallee,de-DE,Allee,false
Inselring,de-DE,Ring,false
Inseldamm,de-DE,Damm,false
Inselsteig,de-DE,Steig,false
Inselpfad,de-DE,Pfad,false
Inselhof,de-DE,Hof,false
Inselkamp,de-DE,Kamp,false
Brückenstraße,de-DE,Straße,false
Brückenweg,de-DE,Weg,false
Brückengasse,de-DE,Gasse,false
Brückenplatz,de-DE,Platz,false
Brückenallee,de-DE,Allee,false
Brückenring,de-DE,Ring,false
Brückendamm,de-DE,Damm,false
Brückensteig,de-DE,Steig,false
Brückenpfad,de-DE,Pfad,false
Brückenhof,de-DE,Hof,false
Brückenkamp,de-DE,Kamp,false
Stegstraße,de-DE,Straße,false
Stegweg,de-DE,Weg,false
Steggasse,de-DE,Gasse,false
Stegplatz,de-DE,Platz,false
Stegallee,de-DE,Allee,false
Stegring,de-DE,Ring,false
Stegdamm,de-DE,Damm,false
Stegsteig,de-DE,Steig,false
Stegpfad,de-DE,Pfad,false
Steghof,de-DE,Hof,false
Stegkamp,de-DE,Kamp,false
Bergstraße,de-DE,Straße,false
Bergweg,de-DE,Weg,false
Berggasse,de-DE,Gasse,false
Bergplatz,de-DE,Platz,false
Bergallee,de-DE,Allee,false
Bergring,de-DE,Ring,false
Bergdamm,de-DE,Damm,false
Bergsteig,de-DE,Steig,false
Bergpfad,de-DE,Pfad,false
Berghof,de-DE,Hof,false
Bergkamp,de-DE,Kamp,false
Hügelstraße,de-DE,Straße,false
Hügelweg,de-DE,Weg,false
Hügelgasse,de-DE,Gasse,false
Hügelplatz,de-DE,Platz,false
Hügelallee,de-DE,Allee,false
Hügelring,de-DE,Ring,false
Hügeldamm,de-DE,Damm,false
Hügelsteig,de-DE,Steig,false
Hügelpfad,de-DE,Pfad,false
Hügelhof,de-DE,Hof,false
Hügelkamp,de-DE,Kamp,false
Talstraße,de-DE,Straße,false
Talweg,de-DE,Weg,false
Talgasse,de-DE,Gasse,false
Talplatz,de-DE,Platz,false
Talallee,de-DE,Allee,false
Talring,de-DE,Ring,false
Taldamm,de-DE,Damm,false
Talsteig,de-DE,Steig,false
Talpfad,de-DE,Pfad,false
Talhof,de-DE,Hof,false
Talkamp,de-DE,Kamp,false
Höhenstraße,de-DE,Straße,false
Höhenweg,de-DE,Weg,false
Höhengasse,de-DE,Gasse,false
Höhenplatz,de-DE,Platz,false
Höhenallee,de-DE,Allee,false
Höhenring,de-DE,Ring,false
Höhendamm,de-DE,Damm,false
Höhensteig,de-DE,Steig,false
Höhenpfad,de-DE,Pfad,false
Höhenhof,de-DE,Hof,false
Höhenkamp,de-DE,Kamp,false
Hangstraße,de-DE,Straße,false
Hangweg,de-DE,Weg,false
Hanggasse,de-DE,Gasse,false
Hangplatz,de-DE,Platz,false
Hangallee,de-DE,Allee,false
Hangring,de-DE,Ring,false
Hangdamm,de-DE,Damm,false
Hangsteig,de-DE,Steig,false
Hangpfad,de-DE,Pfad,false
Hanghof,de-DE,Hof,false
Hangkamp,de-DE,Kamp,false
Haldenstraße,de-DE,Straße,false
Haldenweg,de-DE,Weg,false
Haldengasse,de-DE,Gasse,false
Haldenplatz,de-DE,Platz,false
Haldenallee,de-DE,Allee,false
Haldenring,de-DE,Ring,false
Haldendamm,de-DE,Damm,false
Haldensteig,de-DE,Steig,false
Haldenpfad,de-DE,Pfad,false
Haldenhof,de-DE,Hof,false
Haldenkamp,de-DE,Kamp,false
Felsstraße,de-DE,Straße,false
Felsweg,de-DE,Weg,false
Felsgasse,de-DE,Gasse,false
Felsplatz,de-DE,Platz,false
Felsallee,de-DE,Allee,false
Felsring,de-DE,Ring,false
Felsdamm,de-DE,Damm,false
Felssteig,de-DE,Steig,false
Felspfad,de-DE,Pfad,false
Felshof,de-DE,Hof,false
Felskamp,de-DE,Kamp,false
Steinstraße,de-DE,Straße,false
Steinweg,de-DE,Weg,false
Steingasse,de-DE,Gasse,false
Steinplatz,de-DE,Platz,false
Steinallee,de-DE,Allee,false
Steinring,de-DE,Ring,false
Steindamm,de-DE,Damm,false
Steinsteig,de-DE,Steig,false
Steinpfad,de-DE,Pfad,false
Steinhof,de-DE,Hof,false
Steinkamp,de-DE,Kamp,false
Kiesstraße,de-DE,Straße,false
Kiesweg,de-DE,Weg,false
Kiesgasse,de-DE,Gasse,false
Kiesplatz,de-DE,Platz,false
Kiesallee,de-DE,Allee,false
Kiesring,de-DE,Ring,false
Kiesdamm,de-DE,Damm,false
Kiessteig,de-DE,Steig,false
Kiespfad,de-DE,Pfad,false
Kieshof,de-DE,Hof,false
Kieskamp,de-DE,Kamp,false
Sandstraße,de-DE,Straße,false
Sandweg,de-DE,Weg,false
Sandgasse,de-DE,Gasse,false
Sandplatz,de-DE,Platz,false
Sandallee,de-DE,Allee,false
Sandring,de-DE,Ring,false
Sanddamm,de-DE,Damm,false
Sandsteig,de-DE,Steig,false
Sandpfad,de-DE,Pfad,false
Sandhof,de-DE,Hof,false
Sandkamp,de-DE,Kamp,false
Lehmstraße,de-DE,Straße,false
Lehmweg,de-DE,Weg,false
Lehmgasse,de-DE,Gasse,false
Lehmplatz,de-DE,Platz,false
Lehmallee,de-DE,Allee,false
Lehmring,de-DE,Ring,false
Lehmdamm,de-DE,Damm,false
Lehmsteig,de-DE,Steig,false
Lehmpfad,de-DE,Pfad,false
Lehmhof,de-DE,Hof,false
Lehmkamp,de-DE,Kamp,false
Tonstraße,de-DE,Straße,false
Tonweg,de-DE,Weg,false
Tongasse,de-DE,Gasse,false
Tonplatz,de-DE,Platz,false
Tonallee,de-DE,Allee,false
Tonring,de-DE,Ring,false
Tondamm,de-DE,Damm,false
Tonsteig,de-DE,Steig,false
Tonpfad,de-DE,Pfad,false
Tonhof,de-DE,Hof,false
Tonkamp,de-DE,Kamp,false
Sonnenstraße,de-DE,Straße,false
Sonnenweg,de-DE,Weg,false
Sonnengasse,de-DE,Gasse,false
Sonnenplatz,de-DE,Platz,false
Sonnenallee,de-DE,Allee,false
Sonnenring,de-DE,Ring,false
Sonnendamm,de-DE,Damm,false
Sonnensteig,de-DE,Steig,false
Sonnenpfad,de-DE,Pfad,false
Sonnenhof,de-DE,Hof,false
Sonnenkamp,de-DE,Kamp,false
Mondstraße,de-DE,Straße,false
Mondweg,de-DE,Weg,false
Mondgasse,de-DE,Gasse,false
Mondplatz,de-DE,Platz,false
Mondallee,de-DE,Allee,false
Mondring,de-DE,Ring,false
Monddamm,de-DE,Damm,false
Mondsteig,de-DE,Steig,false
Mondpfad,de-DE,Pfad,false
Mondhof,de-DE,Hof,false
Mondkamp,de-DE,Kamp,false
Sternenstraße,de-DE,Straße,false
Sternenweg,de-DE,Weg,false
Sternengasse,de-DE,Gasse,false
Sternenplatz,de-DE,Platz,false
Sternenallee,de-DE,Allee,false
Sternenring,de-DE,Ring,false
Sternendamm,de-DE,Damm,false
Sternensteig,de-DE,Steig,false
Sternenpfad,de-DE,Pfad,false
Sternenhof,de-DE,Hof,false
Sternenkamp,de-DE,Kamp,false
Morgenstraße,de-DE,Straße,false
Morgenweg,de-DE,Weg,false
Morgengasse,de-DE,Gasse,false
Morgenplatz,de-DE,Platz,false
Morgenallee,de-DE,Allee,false
Morgenring,de-DE,Ring,false
Morgendamm,de-DE,Damm,false
Morgensteig,de-DE,Steig,false
Morgenpfad,de-DE,Pfad,false
Morgenhof,de-DE,Hof,false
Morgenkamp,de-DE,Kamp,false
Abendstraße,de-DE,Straße,false
Abendweg,de-DE,Weg,false
Abendgasse,de-DE,Gasse,false
Abendplatz,de-DE,Platz,false
Abendallee,de-DE,Allee,false
Abendring,de-DE,Ring,false
Abenddamm,de-DE,Damm,false
Abendsteig,de-DE,Steig,false
Abendpfad,de-DE,Pfad,false
Abendhof,de-DE,Hof,false
Abendkamp,de-DE,Kamp,false
Winterstraße,de-DE,Straße,false
Winterweg,de-DE,Weg,false
Wintergasse,de-DE,Gasse,false
Winterplatz,de-DE,Platz,false
Winterallee,de-DE,Allee,false
Winterring,de-DE,Ring,false
Winterdamm,de-DE,Damm,false
Wintersteig,de-DE,Steig,false
Winterpfad,de-DE,Pfad,false
Winterhof,de-DE,Hof,false
Winterkamp,de-DE,Kamp,false
Sommerstraße,de-DE,Straße,false
Sommerweg,de-DE,Weg,false
Sommergasse,de-DE,Gasse,false
Sommerplatz,de-DE,Platz,false
Sommerallee,de-DE,Allee,false
Sommerring,de-DE,Ring,false
Sommerdamm,de-DE,Damm,false
Sommersteig,de-DE,Steig,false
Sommerpfad,de-DE,Pfad,false
Sommerhof,de-DE,Hof,false
Sommerkamp,de-DE,Kamp,false
Frühlingsstraße,de-DE,Straße,false
Frühlingsweg,de-DE,Weg,false
Frühlingsgasse,de-DE,Gasse,false
Frühlingsplatz,de-DE,Platz,false
Frühlingsallee,de-DE,Allee,false
Frühlingsring,de-DE,Ring,false
Frühlingsdamm,de-DE,Damm,false
Frühlingssteig,de-DE,Steig,false
Frühlingspfad,de-DE,Pfad,false
Frühlingshof,de-DE,Hof,false
Frühlingskamp,de-DE,Kamp,false
Herbststraße,de-DE,Straße,false
Herbstweg,de-DE,Weg,false
Herbstgasse,de-DE,Gasse,false
Herbstplatz,de-DE,Platz,false
Herbstallee,de-DE,Allee,false
Herbstring,de-DE,Ring,false
Herbstdamm,de-DE,Damm,false
Herbststeig,de-DE,Steig,false
Herbstpfad,de-DE,Pfad,false
Herbsthof,de-DE,Hof,false
Herbstkamp,de-DE,Kamp,false
Nordstraße,de-DE,Straße,false
Nordweg,de-DE,Weg,false
Nordgasse,de-DE,Gasse,false
Nordplatz,de-DE,Platz,false
Nordallee,de-DE,Allee,false
Nordring,de-DE,Ring,false
Norddamm,de-DE,Damm,false
Nordsteig,de-DE,Steig,false
Nordpfad,de-DE,Pfad,false
Nordhof,de-DE,Hof,false
Nordkamp,de-DE,Kamp,false
Südstraße,de-DE,Straße,false
Südweg,de-DE,Weg,false
Südgasse,de-DE,Gasse,false
Südplatz,de-DE,Platz,false
Südallee,de-DE,Allee,false
Südring,de-DE,Ring,false
Süddamm,de-DE,Damm,false
Südsteig,de-DE,Steig,false
Südpfad,de-DE,Pfad,false
Südhof,de-DE,Hof,false
Südkamp,de-DE,Kamp,false
Oststraße,de-DE,Straße,false
Ostweg,de-DE,Weg,false
Ostgasse,de-DE,Gasse,false
Ostplatz,de-DE,Platz,false
Ostallee,de-DE,Allee,false
Ostring,de-DE,Ring,false
Ostdamm,de-DE,Damm,false
Oststeig,de-DE,Steig,false
Ostpfad,de-DE,Pfad,false
Osthof,de-DE,Hof,false
Ostkamp,de-DE,Kamp,false
Weststraße,de-DE,Straße,false
Westweg,de-DE,Weg,false
Westgasse,de-DE,Gasse,false
Westplatz,de-DE,Platz,false
Westallee,de-DE,Allee,false
Westring,de-DE,Ring,false
Westdamm,de-DE,Damm,false
Weststeig,de-DE,Steig,false
Westpfad,de-DE,Pfad,false
Westhof,de-DE,Hof,false
Westkamp,de-DE,Kamp,false
Kirchstraße,de-DE,Straße,true
Kirchweg,de-DE,Weg,false
Kirchgasse,de-DE,Gasse,true
Kirchplatz,de-DE,Platz,false
Kirchallee,de-DE,Allee,false
Kirchring,de-DE,Ring,false
Kirchdamm,de-DE,Damm,false
Kirchsteig,de-DE,Steig,false
Kirchpfad,de-DE,Pfad,false
Kirchhof,de-DE,Hof,false
Kirchkamp,de-DE,Kamp,false
Kapellenstraße,de-DE,Straße,false
Kapellenweg,de-DE,Weg,false
Kapellengasse,de-DE,Gasse,false
Kapellenplatz,de-DE,Platz,false
Kapellenallee,de-DE,Allee,false
Kapellenring,de-DE,Ring,false
Kapellendamm,de-DE,Damm,false
Kapellensteig,de-DE,Steig,false
Kapellenpfad,de-DE,Pfad,false
Kapellenhof,de-DE,Hof,false
Kapellenkamp,de-DE,Kamp,false
Klosterstraße,de-DE,Straße,false
Klosterweg,de-DE,Weg,false
Klostergasse,de-DE,Gasse,false
Klosterplatz,de-DE,Platz,false
Klosterallee,de-DE,Allee,false
Klosterring,de-DE,Ring,false
Klosterdamm,de-DE,Damm,false
Klostersteig,de-DE,Steig,false
Klosterpfad,de-DE,Pfad,false
Klosterhof,de-DE,Hof,false
Klosterkamp,de-DE,Kamp,false
Schulstraße,de-DE,Straße,true
Schulweg,de-DE,Weg,false
Schulgasse,de-DE,Gasse,false
Schulplatz,de-DE,Platz,false
Schulallee,de-DE,Allee,false
Schulring,de-DE,Ring,false
Schuldamm,de-DE,Damm,false
Schulsteig,de-DE,Steig,false
Schulpfad,de-DE,Pfad,false
Schulhof,de-DE,Hof,false
Schulkamp,de-DE,Kamp,false
Bahnstraße,de-DE,Straße,false
Bahnweg,de-DE,Weg,false
Bahngasse,de-DE,Gasse,false
Bahnplatz,de-DE,Platz,false
Bahnallee,de-DE,Allee,false
Bahnring,de-DE,Ring,false
Bahndamm,de-DE,Damm,false
Bahnsteig,de-DE,Steig,false
Bahnpfad,de-DE,Pfad,false
Bahnhof,de-DE,Hof,false
Bahnkamp,de-DE,Kamp,false
Poststraße,de-DE,Straße,false
Postweg,de-DE,Weg,false
Postgasse,de-DE,Gasse,false
Postplatz,de-DE,Platz,false
Postallee,de-DE,Allee,false
Postring,de-DE,Ring,false
Postdamm,de-DE,Damm,false
Poststeig,de-DE,Steig,false
Postpfad,de-DE,Pfad,false
Posthof,de-DE,Hof,false
Postkamp,de-DE,Kamp,false
Marktstraße,de-DE,Straße,false
Marktweg,de-DE,Weg,false
Marktgasse,de-DE,Gasse,false
Marktplatz,de-DE,Platz,false
Marktallee,de-DE,Allee,false
Marktring,de-DE,Ring,false
Marktdamm,de-DE,Damm,false
Marktsteig,de-DE,Steig,false
Marktpfad,de-DE,Pfad,false
Markthof,de-DE,Hof,false
Marktkamp,de-DE,Kamp,false
Rathausstraße,de-DE,Straße,false
Rathausweg,de-DE,Weg,false
Rathausgasse,de-DE,Gasse,false
Rathausplatz,de-DE,Platz,false
Rathausallee,de-DE,Allee,false
Rathausring,de-DE,Ring,false
Rathausdamm,de-DE,Damm,false
Rathaussteig,de-DE,Steig,false
Rathauspfad,de-DE,Pfad,false
Rathaushof,de-DE,Hof,false
Rathauskamp,de-DE,Kamp,false
Zunftstraße,de-DE,Straße,false
Zunftweg,de-DE,Weg,false
Zunftgasse,de-DE,Gasse,false
Zunftplatz,de-DE,Platz,false
Zunftallee,de-DE,Allee,false
Zunftring,de-DE,Ring,false
Zunftdamm,de-DE,Damm,false
Zunftsteig,de-DE,Steig,false
Zunftpfad,de-DE,Pfad,false
Zunfthof,de-DE,Hof,false
