vertrag_id,policennummer_anzeige,produkt_id,sparte,tarifgeneration_id,markt,waehrung,versicherungsnehmer_id,vermittler_id,kanal,sachbearbeiter_id,antrag_id,beginn,ablauf,laufzeit_jahre,hauptfaelligkeit,zahlungsweise,zahlungsart,jahrespraemie_netto,jahrespraemie_brutto,einmalpraemie,versicherungssumme,status,status_seit,storno_datum,storno_grund_code,kuendigungsfrist_monate,naechste_kuendigungsmoeglichkeit,risikoklasse_uw,mahnstufe_aktuell,herkunft,quellsystem,migriert_am,erstellt_am,bemerkung
VTR-00002837,,HP-BETR,HP,HP-KLASSIK,CH,CHF,PTR-00000777,VRM-00005,agentur,MIT-00008,ANT-00002837,2010-12-01,,,2010-12-01,JAEHRLICH,LASTSCHRIFT,350.0,367.5,,5000000.0,GEKUENDIGT_VN,2016-03-01,2016-03-01,K09,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2010-11-26,
VTR-00002838,,HP-BETR,HP,HP-MODERN,CH,CHF,PTR-00000437,VRM-00039,makler,MIT-00008,ANT-00002838,2019-08-01,,,2019-08-01,JAEHRLICH,RECHNUNG,885.0,929.25,,5000000.0,AKTIV,2019-08-01,,,3.0,2026-08-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2019-07-12,
VTR-00002839,,HP-BETR,HP,PM-2025,DE,EUR,PTR-00000796,VRM-00013,direkt,MIT-00008,ANT-00002839,2025-01-01,,,2025-01-01,JAEHRLICH,LASTSCHRIFT,1652.56,1966.55,,5000000.0,AKTIV,2025-01-01,,,3.0,2026-01-01,NORMAL,0,minzia,MINT,,2024-11-27,
VTR-00002840,,HP-BETR,HP,HP-MODERN,CH,CHF,PTR-00000798,VRM-00017,makler,MIT-00008,ANT-00002840,2015-01-01,,,2015-01-01,HALBJAEHRLICH,KREDITKARTE,556.1,583.91,,5000000.0,AKTIV,2015-01-01,,,3.0,2026-01-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2014-12-21,
VTR-00002841,,HP-BETR,HP,HP-MODERN,CH,CHF,PTR-00000437,VRM-00014,direkt,MIT-00008,ANT-00002841,2017-08-01,,,2017-08-01,JAEHRLICH,RECHNUNG,838.1,880.01,,5000000.0,STORNIERT,2024-04-01,2024-04-01,K12,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2017-07-13,
VTR-00002842,,HP-BETR,HP,HP-MODERN,DE,EUR,PTR-00000526,VRM-00021,makler,MIT-00008,ANT-00002842,2019-10-01,,,2019-10-01,JAEHRLICH,LASTSCHRIFT,862.11,1025.91,,5000000.0,AKTIV,2019-10-01,,,3.0,2026-10-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2019-09-16,
VTR-00002843,,HP-BETR,HP,HP-MODERN,DE,EUR,PTR-00000333,VRM-00010,makler,MIT-00008,ANT-00002843,2017-04-01,,,2017-04-01,JAEHRLICH,LASTSCHRIFT,453.09,539.18,,3000000.0,GEKUENDIGT_VN,2020-09-01,2020-09-01,K09,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2017-03-09,
VTR-00002844,,HP-BETR,HP,PM-2025,CH,CHF,PTR-00000284,VRM-00014,makler,MIT-00008,ANT-00002844,2025-02-01,,,2025-02-01,JAEHRLICH,RECHNUNG,1217.6,1278.48,,10000000.0,AKTIV,2025-02-01,,,3.0,2026-02-01,NORMAL,0,pfefferminz,MINT,,2025-01-29,
VTR-00002845,,HP-BETR,HP,PM-2025,DE,EUR,PTR-00000518,VRM-00019,direkt,MIT-00019,ANT-00002845,2025-05-01,,,2025-05-01,JAEHRLICH,LASTSCHRIFT,200.0,238.0,,10000000.0,AKTIV,2025-05-01,,,3.0,2026-05-01,NORMAL,0,minzia,MINT,,2025-04-21,
VTR-00002846,,HP-BETR,HP,HP-KLASSIK,CH,CHF,PTR-00000653,VRM-00039,agentur,MIT-00008,ANT-00002846,2001-01-01,,,2001-01-01,JAEHRLICH,LASTSCHRIFT,686.66,720.99,,5000000.0,GEKUENDIGT_VN,2009-06-01,2009-06-01,K06,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2000-12-02,
VTR-00002847,,HP-BETR,HP,PM-2025,DE,EUR,PTR-00000518,VRM-00003,direkt,MIT-00044,ANT-00002847,2025-03-01,,,2025-03-01,HALBJAEHRLICH,EBILL,200.0,238.0,,5000000.0,AKTIV,2025-03-01,,,3.0,2026-03-01,NORMAL,0,minzia,MINT,,2025-01-23,
VTR-00002848,,HP-BETR,HP,HP-MODERN,CH,CHF,PTR-00000588,VRM-00014,makler,MIT-00008,ANT-00002848,2020-01-01,,,2020-01-01,JAEHRLICH,RECHNUNG,354.4,372.12,,5000000.0,GEKUENDIGT_VN,2022-01-01,2022-01-01,K02,3.0,,ZUSCHLAG_1,0,pfefferminz,HAPO,2025-05-15,2019-12-23,
VTR-00002849,,HP-BETR,HP,PM-2025,CH,CHF,PTR-00000858,VRM-00017,direkt,MIT-00008,ANT-00002849,2025-02-01,,,2025-02-01,VIERTELJAEHRLICH,LASTSCHRIFT,350.0,367.5,,10000000.0,AKTIV,2025-02-01,,,3.0,2026-02-01,NORMAL,0,minzia,MINT,,2024-12-30,
VTR-00002850,,HP-BETR,HP,HP-KLASSIK,CH,CHF,PTR-00000618,VRM-00040,makler,MIT-00008,ANT-00002850,2008-04-01,,,2008-04-01,JAEHRLICH,RECHNUNG,1679.3,1763.27,,5000000.0,GEKUENDIGT_VN,2015-12-01,2015-12-01,K09,3.0,,ZUSCHLAG_1,0,pfefferminz,HAPO,2025-05-15,2008-02-26,
VTR-00002851,,HP-BETR,HP,HP-MODERN,DE,EUR,PTR-00000243,VRM-00010,makler,MIT-00008,ANT-00002851,2019-07-01,,,2019-07-01,JAEHRLICH,LASTSCHRIFT,422.34,502.58,,5000000.0,AKTIV,2019-07-01,,,3.0,2026-07-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2019-06-24,
VTR-00002852,,HP-BETR,HP,HP-KLASSIK,CH,CHF,PTR-00000310,VRM-00040,makler,MIT-00008,ANT-00002852,2008-12-01,,,2008-12-01,JAEHRLICH,RECHNUNG,350.0,367.5,,5000000.0,GEKUENDIGT_VN,2016-03-01,2016-03-01,K01,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2008-11-01,
VTR-00002853,,HP-BETR,HP,HP-MODERN,DE,EUR,PTR-00000367,VRM-00037,makler,MIT-00019,ANT-00002853,2019-10-01,,,2019-10-01,JAEHRLICH,EBILL,1004.31,1195.13,,10000000.0,AKTIV,2019-10-01,,,3.0,2026-10-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2019-09-10,
VTR-00002854,,HP-BETR,HP,PM-2025,DE,EUR,PTR-00000832,VRM-00019,direkt,MIT-00019,ANT-00002854,2025-11-01,,,2025-11-01,MONATLICH,EBILL,452.61,538.61,,3000000.0,AKTIV,2025-11-01,,,3.0,2026-11-01,NORMAL,0,minzia,MINT,,2025-10-20,
VTR-00002855,,HP-BETR,HP,HP-MODERN,CH,CHF,PTR-00000588,VRM-00014,makler,MIT-00008,ANT-00002855,2018-05-01,,,2018-05-01,JAEHRLICH,RECHNUNG,382.75,401.89,,5000000.0,AKTIV,2018-05-01,,,3.0,2026-05-01,ZUSCHLAG_1,0,pfefferminz,HAPO,2025-05-15,2018-04-09,
VTR-00002856,,HP-BETR,HP,PM-2025,DE,EUR,PTR-00000236,VRM-00019,direkt,MIT-00019,ANT-00002856,2025-06-01,,,2025-06-01,JAEHRLICH,KREDITKARTE,573.8,682.82,,3000000.0,AKTIV,2025-06-01,,,3.0,2026-06-01,NORMAL,0,minzia,MINT,,2025-04-29,
VTR-00002857,,HP-BETR,HP,HP-MODERN,DE,EUR,PTR-00000314,VRM-00021,makler,MIT-00044,ANT-00002857,2013-09-01,,,2013-09-01,JAEHRLICH,RECHNUNG,1063.12,1265.11,,5000000.0,GEKUENDIGT_VN,2019-11-01,2019-11-01,K09,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2013-08-25,
VTR-00002858,,HP-BETR,HP,PM-2025,DE,EUR,PTR-00000590,VRM-00034,makler,MIT-00008,ANT-00002858,2025-11-01,,,2025-11-01,JAEHRLICH,RECHNUNG,320.93,381.91,,3000000.0,AKTIV,2025-11-01,,,3.0,2026-11-01,NORMAL,0,pfefferminz,MINT,,2025-10-27,
VTR-00002859,,HP-BETR,HP,HP-KLASSIK,DE,EUR,PTR-00000157,VRM-00013,direkt,MIT-00019,ANT-00002859,2005-07-01,,,2005-07-01,JAEHRLICH,LASTSCHRIFT,186.03,221.38,,3000000.0,GEKUENDIGT_VN,2008-12-01,2008-12-01,K01,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2005-06-04,
VTR-00002860,,HP-BETR,HP,HP-MODERN,DE,EUR,PTR-00000541,VRM-00021,makler,MIT-00044,ANT-00002860,2017-06-01,,,2017-06-01,JAEHRLICH,RECHNUNG,2199.35,2617.23,,3000000.0,GEKUENDIGT_VN,2021-05-01,2021-05-01,K01,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2017-05-28,
VTR-00002861,,HP-BETR,HP,PM-2025,DE,EUR,PTR-00000359,VRM-00021,makler,MIT-00019,ANT-00002861,2025-10-01,,,2025-10-01,HALBJAEHRLICH,RECHNUNG,315.08,374.95,,5000000.0,AKTIV,2025-10-01,,,3.0,2026-10-01,NORMAL,0,pfefferminz,MINT,,2025-09-12,
VTR-00002862,,HP-BETR,HP,HP-MODERN,CH,CHF,PTR-00000284,VRM-00031,makler,MIT-00008,ANT-00002862,2017-01-01,,,2017-01-01,JAEHRLICH,RECHNUNG,816.45,857.27,,5000000.0,AKTIV,2017-01-01,,,3.0,2026-01-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2016-12-04,
VTR-00002863,,HP-BETR,HP,PM-2025,DE,EUR,PTR-00000157,VRM-00034,makler,MIT-00008,ANT-00002863,2025-11-01,,,2025-11-01,VIERTELJAEHRLICH,RECHNUNG,200.0,238.0,,5000000.0,AKTIV,2025-11-01,,,3.0,2026-11-01,NORMAL,0,pfefferminz,MINT,,2025-10-02,
VTR-00002864,,HP-BETR,HP,HP-MODERN,CH,CHF,PTR-00000285,VRM-00014,makler,MIT-00008,ANT-00002864,2013-03-01,,,2013-03-01,JAEHRLICH,RECHNUNG,379.7,398.68,,5000000.0,GEKUENDIGT_VN,2015-04-01,2015-04-01,K01,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2013-02-13,
VTR-00002865,,HP-BETR,HP,HP-KLASSIK,CH,CHF,PTR-00000791,VRM-00040,makler,MIT-00008,ANT-00002865,2008-03-01,,,2008-03-01,JAEHRLICH,RECHNUNG,483.21,507.37,,5000000.0,GEKUENDIGT_VN,2010-01-01,2010-01-01,K02,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2008-02-13,
VTR-00002866,,HP-BETR,HP,PM-2025,DE,EUR,PTR-00000367,VRM-00034,makler,MIT-00008,ANT-00002866,2025-06-01,,,2025-06-01,JAEHRLICH,LASTSCHRIFT,961.06,1143.66,,5000000.0,AKTIV,2025-06-01,,,3.0,2026-06-01,NORMAL,0,pfefferminz,MINT,,2025-05-21,
VTR-00002867,,HP-BETR,HP,PM-2025,CH,CHF,PTR-00000408,VRM-00014,direkt,MIT-00008,ANT-00002867,2025-11-01,,,2025-11-01,VIERTELJAEHRLICH,KREDITKARTE,1687.3,1771.67,,5000000.0,AKTIV,2025-11-01,,,3.0,2026-11-01,NORMAL,0,minzia,MINT,,2025-10-19,
VTR-00002868,,HP-BETR,HP,PM-2025,DE,EUR,PTR-00000431,VRM-00028,direkt,MIT-00019,ANT-00002868,2025-04-01,,,2025-04-01,JAEHRLICH,LASTSCHRIFT,1830.73,2178.57,,5000000.0,AKTIV,2025-04-01,,,3.0,2026-04-01,NORMAL,0,minzia,MINT,,2025-02-27,
VTR-00002869,,HP-BETR,HP,HP-MODERN,CH,CHF,PTR-00000791,VRM-00014,makler,MIT-00008,ANT-00002869,2018-06-01,,,2018-06-01,HALBJAEHRLICH,RECHNUNG,630.6,662.13,,5000000.0,GEKUENDIGT_VN,2021-05-01,2021-05-01,K02,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2018-04-29,
VTR-00002870,,HP-BETR,HP,PM-2025,CH,CHF,PTR-00000798,VRM-00014,makler,MIT-00008,ANT-00002870,2025-03-01,,,2025-03-01,JAEHRLICH,LASTSCHRIFT,708.05,743.45,,10000000.0,AKTIV,2025-03-01,,,3.0,2026-03-01,NORMAL,0,pfefferminz,MINT,,2025-02-04,
VTR-00002871,,HP-BETR,HP,HP-MODERN,CH,CHF,PTR-00000705,VRM-00012,makler,MIT-00008,ANT-00002871,2013-05-01,,,2013-05-01,HALBJAEHRLICH,RECHNUNG,586.85,616.19,,5000000.0,GEKUENDIGT_VN,2024-07-01,2024-07-01,K06,3.0,,ZUSCHLAG_1,0,pfefferminz,HAPO,2025-05-15,2013-04-13,
VTR-00002872,,HP-BETR,HP,PM-2025,DE,EUR,PTR-00000541,VRM-00002,makler,MIT-00008,ANT-00002872,2025-02-01,,,2025-02-01,JAEHRLICH,RECHNUNG,2541.36,3024.22,,3000000.0,AKTIV,2025-02-01,,,3.0,2026-02-01,NORMAL,0,pfefferminz,MINT,,2025-01-02,
VTR-00002873,,HP-BETR,HP,PM-2025,DE,EUR,PTR-00000780,VRM-00028,direkt,MIT-00008,ANT-00002873,2025-01-01,,,2025-01-01,VIERTELJAEHRLICH,LASTSCHRIFT,409.06,486.78,,3000000.0,AKTIV,2025-01-01,,,3.0,2026-01-01,NORMAL,0,minzia,MINT,,2024-12-16,
VTR-00002874,,HP-BETR,HP,PM-2025,CH,CHF,PTR-00000336,VRM-00014,direkt,MIT-00008,ANT-00002874,2025-07-01,,,2025-07-01,VIERTELJAEHRLICH,RECHNUNG,22430.15,23551.66,,10000000.0,AKTIV,2025-07-01,,,3.0,2026-07-01,NORMAL,0,pfefferminz,MINT,,2025-06-27,
VTR-00002875,,HP-BETR,HP,HP-MODERN,DE,EUR,PTR-00000764,VRM-00010,makler,MIT-00019,ANT-00002875,2020-11-01,,,2020-11-01,JAEHRLICH,EBILL,374.24,445.35,,5000000.0,AKTIV,2020-11-01,,,3.0,2026-11-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2020-10-16,
VTR-00002876,,HP-BETR,HP,HP-MODERN,DE,EUR,PTR-00000590,VRM-00037,makler,MIT-00008,ANT-00002876,2015-06-01,,,2015-06-01,VIERTELJAEHRLICH,LASTSCHRIFT,339.02,403.43,,10000000.0,AKTIV,2015-06-01,,,3.0,2026-06-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2015-05-15,
VTR-00002877,,HP-BETR,HP,HP-MODERN,DE,EUR,PTR-00000526,VRM-00034,makler,MIT-00008,ANT-00002877,2017-07-01,,,2017-07-01,HALBJAEHRLICH,RECHNUNG,892.45,1062.02,,5000000.0,STORNIERT,2021-04-01,2021-04-01,K07,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2017-06-06,
VTR-00002878,,HP-BETR,HP,HP-KLASSIK,CH,CHF,PTR-00000909,VRM-00014,makler,MIT-00008,ANT-00002878,2010-09-01,,,2010-09-01,JAEHRLICH,LASTSCHRIFT,1121.65,1177.73,,5000000.0,GEKUENDIGT_VN,2024-01-01,2024-01-01,K01,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2010-08-03,
VTR-00002879,,HP-BETR,HP,PM-2025,DE,EUR,PTR-00000832,VRM-00003,direkt,MIT-00044,ANT-00002879,2025-04-01,,,2025-04-01,JAEHRLICH,LASTSCHRIFT,404.82,481.74,,5000000.0,AKTIV,2025-04-01,,,3.0,2026-04-01,NORMAL,0,minzia,MINT,,2025-02-22,
VTR-00002880,,HP-BETR,HP,PM-2025,DE,EUR,PTR-00000053,VRM-00013,direkt,MIT-00044,ANT-00002880,2025-01-01,,,2025-01-01,JAEHRLICH,LASTSCHRIFT,231.58,275.58,,3000000.0,AKTIV,2025-01-01,,,3.0,2026-01-01,NORMAL,0,minzia,MINT,,2024-12-02,
VTR-00002881,,HP-BETR,HP,PM-2025,CH,CHF,PTR-00000285,VRM-00040,agentur,MIT-00008,ANT-00002881,2025-03-01,,,2025-03-01,JAEHRLICH,RECHNUNG,474.8,498.54,,5000000.0,AKTIV,2025-03-01,,,3.0,2026-03-01,NORMAL,0,pfefferminz,MINT,,2025-02-22,
VTR-00002882,,HP-BETR,HP,HP-MODERN,DE,EUR,PTR-00000576,VRM-00010,makler,MIT-00008,ANT-00002882,2018-07-01,,,2018-07-01,JAEHRLICH,RECHNUNG,200.0,238.0,,5000000.0,GEKUENDIGT_VN,2024-08-01,2024-08-01,K03,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2018-06-15,
VTR-00002883,,HP-BETR,HP,PM-2025,DE,EUR,PTR-00000269,VRM-00009,direkt,MIT-00008,ANT-00002883,2025-01-01,,,2025-01-01,MONATLICH,LASTSCHRIFT,1011.13,1203.24,,5000000.0,AKTIV,2025-01-01,,,3.0,2026-01-01,NORMAL,0,minzia,MINT,,2024-12-09,
VTR-00002884,,HP-BERUF,HP,PM-2025,DE,EUR,PTR-00000982,VRM-00028,direkt,MIT-00008,ANT-00002884,2025-09-01,,,2025-09-01,JAEHRLICH,EBILL,2962.81,3525.74,,2000000.0,AKTIV,2025-09-01,,,3.0,2026-09-01,NORMAL,0,minzia,MINT,,2025-08-06,
VTR-00002885,,HP-BERUF,HP,HP-KLASSIK,DE,EUR,PTR-00000975,VRM-00033,makler,MIT-00008,ANT-00002885,2001-09-01,,,2001-09-01,HALBJAEHRLICH,RECHNUNG,2633.2,3133.51,,500000.0,GEKUENDIGT_VN,2019-11-01,2019-11-01,K02,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2001-08-07,
VTR-00002886,,HP-BERUF,HP,HP-KLASSIK,CH,CHF,PTR-00000035,VRM-00014,makler,MIT-00008,ANT-00002886,2011-04-01,,,2011-04-01,HALBJAEHRLICH,EBILL,1607.95,1688.35,,2000000.0,GEKUENDIGT_VN,2014-04-01,2014-04-01,K02,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2011-03-05,
VTR-00002887,,HP-BERUF,HP,HP-MODERN,CH,CHF,PTR-00000591,VRM-00039,makler,MIT-00008,ANT-00002887,2015-11-01,,,2015-11-01,JAEHRLICH,RECHNUNG,902.5,947.62,,1000000.0,AKTIV,2015-11-01,,,3.0,2026-11-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2015-09-30,
VTR-00002888,,HP-BERUF,HP,HP-MODERN,DE,EUR,PTR-00000729,VRM-00032,makler,MIT-00044,ANT-00002888,2020-09-01,,,2020-09-01,VIERTELJAEHRLICH,RECHNUNG,968.42,1152.42,,500000.0,AKTIV,2020-09-01,,,3.0,2026-09-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2020-08-09,
VTR-00002889,,HP-BERUF,HP,PM-2025,DE,EUR,PTR-00000334,VRM-00019,direkt,MIT-00019,ANT-00002889,2025-02-01,,,2025-02-01,JAEHRLICH,RECHNUNG,1807.47,2150.89,,500000.0,AKTIV,2025-02-01,,,3.0,2026-02-01,NORMAL,0,minzia,MINT,,2025-01-28,
VTR-00002890,,HP-BERUF,HP,PM-2025,DE,EUR,PTR-00000305,VRM-00032,makler,MIT-00044,ANT-00002890,2025-03-01,,,2025-03-01,JAEHRLICH,EBILL,706.98,841.31,,1000000.0,AKTIV,2025-03-01,,,3.0,2026-03-01,NORMAL,0,pfefferminz,MINT,,2025-02-24,
VTR-00002891,,HP-BERUF,HP,HP-MODERN,CH,CHF,PTR-00000777,VRM-00014,makler,MIT-00008,ANT-00002891,2017-07-01,,,2017-07-01,JAEHRLICH,LASTSCHRIFT,1127.65,1184.03,,1000000.0,AKTIV,2017-07-01,,,3.0,2026-07-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2017-05-26,
VTR-00002892,,HP-BERUF,HP,HP-KLASSIK,DE,EUR,PTR-00000815,VRM-00019,direkt,MIT-00019,ANT-00002892,2003-08-01,,,2003-08-01,JAEHRLICH,RECHNUNG,704.58,838.45,,500000.0,GEKUENDIGT_VN,2015-05-01,2015-05-01,K01,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2003-07-09,
VTR-00002893,,HP-BERUF,HP,HP-MODERN,CH,CHF,PTR-00000356,VRM-00031,makler,MIT-00008,ANT-00002893,2014-10-01,,,2014-10-01,JAEHRLICH,RECHNUNG,1727.75,1814.14,,2000000.0,GEKUENDIGT_VN,2017-02-01,2017-02-01,K01,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2014-09-18,
VTR-00002894,,HP-BERUF,HP,PM-2025,DE,EUR,PTR-00000845,VRM-00013,direkt,MIT-00019,ANT-00002894,2025-05-01,,,2025-05-01,JAEHRLICH,LASTSCHRIFT,2304.96,2742.9,,2000000.0,AKTIV,2025-05-01,,,3.0,2026-05-01,NORMAL,0,minzia,MINT,,2025-03-24,
VTR-00002895,,HP-BERUF,HP,PM-2025,DE,EUR,PTR-00000431,VRM-00003,direkt,MIT-00019,ANT-00002895,2025-05-01,,,2025-05-01,JAEHRLICH,LASTSCHRIFT,1590.05,1892.15,,250000.0,AKTIV,2025-05-01,,,3.0,2026-05-01,NORMAL,0,minzia,MINT,,2025-04-26,
VTR-00002896,,HP-BERUF,HP,PM-2025,DE,EUR,PTR-00000473,VRM-00013,direkt,MIT-00019,ANT-00002896,2025-11-01,,,2025-11-01,HALBJAEHRLICH,LASTSCHRIFT,3198.72,3806.48,,500000.0,AKTIV,2025-11-01,,,3.0,2026-11-01,NORMAL,0,pfefferminz,MINT,,2025-10-14,
VTR-00002897,,HP-BERUF,HP,PM-2025,CH,CHF,PTR-00000215,VRM-00012,makler,MIT-00008,ANT-00002897,2025-09-01,,,2025-09-01,JAEHRLICH,RECHNUNG,5724.3,6010.52,,5000000.0,AKTIV,2025-09-01,,,3.0,2026-09-01,NORMAL,0,pfefferminz,MINT,,2025-08-17,
VTR-00002898,,HP-BERUF,HP,HP-MODERN,CH,CHF,PTR-00000879,VRM-00040,makler,MIT-00008,ANT-00002898,2015-02-01,,,2015-02-01,HALBJAEHRLICH,EBILL,3712.5,3898.12,,2000000.0,GEKUENDIGT_VN,2019-09-01,2019-09-01,K02,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2014-12-28,
VTR-00002899,,HP-BERUF,HP,HP-MODERN,CH,CHF,PTR-00000959,VRM-00026,agentur,MIT-00008,ANT-00002899,2014-12-01,,,2014-12-01,JAEHRLICH,RECHNUNG,1037.4,1089.27,,1000000.0,AKTIV,2014-12-01,,,3.0,2026-12-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2014-11-20,
VTR-00002900,,HP-BERUF,HP,HP-MODERN,DE,EUR,PTR-00000890,VRM-00021,makler,MIT-00044,ANT-00002900,2017-12-01,,,2017-12-01,JAEHRLICH,RECHNUNG,1001.01,1191.2,,2000000.0,AKTIV,2017-12-01,,,3.0,2026-12-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2017-11-06,
VTR-00002901,,LV-RISK,LV,MZ-2020,DE,EUR,PTR-00000703,VRM-00009,direkt,MIT-00008,ANT-00002901,2022-02-01,2045-02-01,23.0,2022-02-01,JAEHRLICH,LASTSCHRIFT,262.61,183.83,,118000.0,AKTIV,2022-02-01,,,,,ZUSCHLAG_1,0,minzia,MINT,,2022-01-20,
VTR-00002902,,LV-RISK,LV,PL-2015,DE,EUR,PTR-00000925,VRM-00008,bank,MIT-00008,ANT-00002902,2015-12-01,2029-12-01,14.0,2015-12-01,JAEHRLICH,RECHNUNG,5567.18,3897.03,,636000.0,AKTIV,2015-12-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2015-10-30,
VTR-00002904,,LV-RISK,LV,PK-95,DE,EUR,PTR-00000771,VRM-00028,direkt,MIT-00019,ANT-00002904,1995-11-01,2009-11-01,14.0,1995-11-01,HALBJAEHRLICH,LASTSCHRIFT,1123.74,802.35,,292000.0,ABGELAUFEN,2009-11-01,2009-11-01,K15,,,NORMAL,0,pfefferminz,VERA,2025-11-15,1995-10-21,
VTR-00002906,,LV-RISK,LV,PK-2007,CH,CHF,PTR-00000128,VRM-00014,makler,MIT-00044,ANT-00002906,2011-12-01,2030-12-01,19.0,2011-12-01,JAEHRLICH,LASTSCHRIFT,796.2,597.15,,313000.0,RUECKKAUF,2015-02-21,2015-02-21,K14,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2011-10-24,
VTR-00002907,,LV-RISK,LV,PZ-2025,CH,CHF,PTR-00000807,VRM-00025,agentur,MIT-00044,ANT-00002907,2025-07-01,2060-07-01,35.0,2025-07-01,JAEHRLICH,RECHNUNG,1031.98,773.96,,844000.0,AKTIV,2025-07-01,,,,,NORMAL,0,pfefferminz,MINT,,2025-06-03,
VTR-00002908,,LV-RISK,LV,PL-2017,CH,CHF,PTR-00000839,VRM-00031,agentur,MIT-00044,ANT-00002908,2017-12-01,2038-12-01,21.0,2017-12-01,HALBJAEHRLICH,LASTSCHRIFT,679.65,613.9,,137000.0,AKTIV,2017-12-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2017-11-03,
VTR-00002909,,LV-RISK,LV,MZ-2020,DE,EUR,PTR-00000767,VRM-00019,direkt,MIT-00008,ANT-00002909,2020-11-01,2036-11-01,16.0,2020-11-01,JAEHRLICH,LASTSCHRIFT,222.86,156.0,,90000.0,AKTIV,2020-11-01,,,,,NORMAL,0,minzia,MINT,,2020-10-26,
VTR-00002910,,LV-RISK,LV,PL-2017,DE,EUR,PTR-00000950,VRM-00003,direkt,MIT-00008,ANT-00002910,2022-10-01,2038-10-01,16.0,2022-10-01,JAEHRLICH,RECHNUNG,257.23,180.06,,102000.0,AKTIV,2022-10-01,,,,,ZUSCHLAG_1,0,pfefferminz,VERA,2025-11-15,2022-09-07,
VTR-00002911,,LV-RISK,LV,PL-2017,CH,CHF,PTR-00000715,VRM-00036,agentur,MIT-00044,ANT-00002911,2020-03-01,2049-03-01,29.0,2020-03-01,JAEHRLICH,RECHNUNG,343.85,257.9,,180000.0,RUECKKAUF,2023-07-06,2023-07-06,K14,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2020-01-26,
VTR-00002913,,LV-RISK,LV,PL-2017,CH,CHF,PTR-00000671,VRM-00031,bank,MIT-00044,ANT-00002913,2018-04-01,2037-04-01,19.0,2018-04-01,JAEHRLICH,LASTSCHRIFT,711.65,613.7,,164000.0,AKTIV,2018-04-01,,,,,NORMAL,0,pfefferminz,VERA,2025-11-15,2018-03-11,
VTR-00002914,,LV-RISK,LV,PK-2004,DE,EUR,PTR-00000315,VRM-00032,makler,MIT-00044,ANT-00002914,2006-09-01,2045-09-01,39.0,2006-09-01,HALBJAEHRLICH,LASTSCHRIFT,3262.7,2329.57,,741000.0,RUECKKAUF,2015-09-03,2015-09-03,K14,,,ZUSCHLAG_1,0,pfefferminz,VERA,2025-11-15,2006-08-10,
VTR-00002915,,LV-RISK,LV,MZ-2020,DE,EUR,PTR-00000901,VRM-00009,direkt,MIT-00044,ANT-00002915,2020-06-01,2035-06-01,15.0,2020-06-01,VIERTELJAEHRLICH,LASTSCHRIFT,882.05,635.96,,82000.0,AKTIV,2020-06-01,,,,,NORMAL,0,minzia,MINT,,2020-05-23,
VTR-00002916,,LV-RISK,LV,PZ-2025,DE,EUR,PTR-00000081,VRM-00016,makler,MIT-00008,ANT-00002916,2025-08-01,2044-08-01,19.0,2025-08-01,HALBJAEHRLICH,LASTSCHRIFT,686.53,490.18,,368000.0,AKTIV,2025-08-01,,,,,NORMAL,0,pfefferminz,MINT,,2025-07-09,
