vertrag_id,partner_id,rolle,anteil_pct
VTR-00002467,PTR-00000419,VERSICHERUNGSNEHMER,
VTR-00002467,PTR-00000420,MITVERSICHERT,
VTR-00002468,PTR-00000152,VERSICHERUNGSNEHMER,
VTR-00002469,PTR-00000737,VERSICHERUNGSNEHMER,
VTR-00002469,PTR-00000738,MITVERSICHERT,
VTR-00002470,PTR-00000924,VERSICHERUNGSNEHMER,
VTR-00002470,PTR-00000925,MITVERSICHERT,
VTR-00002471,PTR-00000848,VERSICHERUNGSNEHMER,
VTR-00002472,PTR-00000422,VERSICHERUNGSNEHMER,
VTR-00002473,PTR-00000732,VERSICHERUNGSNEHMER,
VTR-00002473,PTR-00000733,MITVERSICHERT,
VTR-00002474,PTR-00000297,VERSICHERUNGSNEHMER,
VTR-00002474,PTR-00000298,MITVERSICHERT,
VTR-00002475,PTR-00000254,VERSICHERUNGSNEHMER,
VTR-00002475,PTR-00000255,MITVERSICHERT,
VTR-00002475,PTR-00000256,MITVERSICHERT,
VTR-00002476,PTR-00000975,VERSICHERUNGSNEHMER,
VTR-00002476,PTR-00000976,MITVERSICHERT,
VTR-00002476,PTR-00000977,MITVERSICHERT,
VTR-00002476,PTR-00000978,MITVERSICHERT,
VTR-00002477,PTR-00000774,VERSICHERUNGSNEHMER,
VTR-00002477,PTR-00000775,MITVERSICHERT,
VTR-00002477,PTR-00000776,MITVERSICHERT,
VTR-00002478,PTR-00000481,VERSICHERUNGSNEHMER,
VTR-00002479,PTR-00000799,VERSICHERUNGSNEHMER,
VTR-00002479,PTR-00000800,MITVERSICHERT,
VTR-00002480,PTR-00000991,VERSICHERUNGSNEHMER,
VTR-00002481,PTR-00000581,VERSICHERUNGSNEHMER,
VTR-00002482,PTR-00000945,VERSICHERUNGSNEHMER,
VTR-00002482,PTR-00000946,MITVERSICHERT,
VTR-00002482,PTR-00000947,MITVERSICHERT,
VTR-00002483,PTR-00000066,VERSICHERUNGSNEHMER,
VTR-00002483,PTR-00000067,MITVERSICHERT,
VTR-00002484,PTR-00000557,VERSICHERUNGSNEHMER,
VTR-00002485,PTR-00000675,VERSICHERUNGSNEHMER,
VTR-00002486,PTR-00000229,VERSICHERUNGSNEHMER,
VTR-00002487,PTR-00000836,VERSICHERUNGSNEHMER,
VTR-00002488,PTR-00000138,VERSICHERUNGSNEHMER,
VTR-00002488,PTR-00000139,MITVERSICHERT,
VTR-00002489,PTR-00000670,VERSICHERUNGSNEHMER,
VTR-00002489,PTR-00000671,MITVERSICHERT,
VTR-00002489,PTR-00000672,MITVERSICHERT,
VTR-00002489,PTR-00000673,MITVERSICHERT,
VTR-00002489,PTR-00000674,MITVERSICHERT,
VTR-00002490,PTR-00000715,VERSICHERUNGSNEHMER,
VTR-00002490,PTR-00000716,MITVERSICHERT,
VTR-00002491,PTR-00000665,VERSICHERUNGSNEHMER,
VTR-00002491,PTR-00000666,MITVERSICHERT,
VTR-00002491,PTR-00000667,MITVERSICHERT,
VTR-00002491,PTR-00000668,MITVERSICHERT,
VTR-00002491,PTR-00000669,MITVERSICHERT,
VTR-00002492,PTR-00000384,VERSICHERUNGSNEHMER,
VTR-00002493,PTR-00000608,VERSICHERUNGSNEHMER,
VTR-00002493,PTR-00000609,MITVERSICHERT,
VTR-00002494,PTR-00000933,VERSICHERUNGSNEHMER,
VTR-00002495,PTR-00000178,VERSICHERUNGSNEHMER,
VTR-00002496,PTR-00000703,VERSICHERUNGSNEHMER,
VTR-00002497,PTR-00000289,VERSICHERUNGSNEHMER,
VTR-00002498,PTR-00000212,VERSICHERUNGSNEHMER,
VTR-00002498,PTR-00000213,MITVERSICHERT,
VTR-00002498,PTR-00000214,MITVERSICHERT,
VTR-00002498,PTR-00000215,MITVERSICHERT,
VTR-00002498,PTR-00000216,MITVERSICHERT,
VTR-00002499,PTR-00000571,VERSICHERUNGSNEHMER,
VTR-00002499,PTR-00000572,MITVERSICHERT,
VTR-00002500,PTR-00000834,VERSICHERUNGSNEHMER,
VTR-00002500,PTR-00000835,MITVERSICHERT,
VTR-00002501,PTR-00000837,VERSICHERUNGSNEHMER,
VTR-00002502,PTR-00000135,VERSICHERUNGSNEHMER,
VTR-00002503,PTR-00000737,VERSICHERUNGSNEHMER,
VTR-00002503,PTR-00000738,MITVERSICHERT,
VTR-00002504,PTR-00000403,VERSICHERUNGSNEHMER,
VTR-00002504,PTR-00000404,MITVERSICHERT,
VTR-00002504,PTR-00000405,MITVERSICHERT,
VTR-00002504,PTR-00000406,MITVERSICHERT,
VTR-00002505,PTR-00000844,VERSICHERUNGSNEHMER,
VTR-00002506,PTR-00000317,VERSICHERUNGSNEHMER,
VTR-00002507,PTR-00000771,VERSICHERUNGSNEHMER,
VTR-00002507,PTR-00000772,MITVERSICHERT,
VTR-00002508,PTR-00000122,VERSICHERUNGSNEHMER,
VTR-00002509,PTR-00000789,VERSICHERUNGSNEHMER,
VTR-00002510,PTR-00000181,VERSICHERUNGSNEHMER,
VTR-00002510,PTR-00000182,MITVERSICHERT,
VTR-00002510,PTR-00000183,MITVERSICHERT,
VTR-00002511,PTR-00000717,VERSICHERUNGSNEHMER,
VTR-00002512,PTR-00000271,VERSICHERUNGSNEHMER,
VTR-00002512,PTR-00000272,MITVERSICHERT,
VTR-00002513,PTR-00000125,VERSICHERUNGSNEHMER,
VTR-00002513,PTR-00000126,MITVERSICHERT,
VTR-00002514,PTR-00000410,VERSICHERUNGSNEHMER,
VTR-00002515,PTR-00000499,VERSICHERUNGSNEHMER,
VTR-00002516,PTR-00000418,VERSICHERUNGSNEHMER,
VTR-00002517,PTR-00000346,VERSICHERUNGSNEHMER,
VTR-00002518,PTR-00000362,VERSICHERUNGSNEHMER,
VTR-00002518,PTR-00000363,MITVERSICHERT,
VTR-00002519,PTR-00000534,VERSICHERUNGSNEHMER,
VTR-00002520,PTR-00000647,VERSICHERUNGSNEHMER,
VTR-00002521,PTR-00000520,VERSICHERUNGSNEHMER,
VTR-00002521,PTR-00000521,MITVERSICHERT,
VTR-00002522,PTR-00000814,VERSICHERUNGSNEHMER,
VTR-00002522,PTR-00000815,MITVERSICHERT,
VTR-00002522,PTR-00000816,MITVERSICHERT,
VTR-00002523,PTR-00000647,VERSICHERUNGSNEHMER,
VTR-00002524,PTR-00000343,VERSICHERUNGSNEHMER,
VTR-00002524,PTR-00000344,MITVERSICHERT,
VTR-00002524,PTR-00000345,MITVERSICHERT,
VTR-00002525,PTR-00000472,VERSICHERUNGSNEHMER,
VTR-00002525,PTR-00000473,MITVERSICHERT,
VTR-00002525,PTR-00000474,MITVERSICHERT,
VTR-00002525,PTR-00000475,MITVERSICHERT,
VTR-00002525,PTR-00000476,MITVERSICHERT,
VTR-00002526,PTR-00000934,VERSICHERUNGSNEHMER,
VTR-00002526,PTR-00000935,MITVERSICHERT,
VTR-00002527,PTR-00000984,VERSICHERUNGSNEHMER,
VTR-00002528,PTR-00000110,VERSICHERUNGSNEHMER,
VTR-00002528,PTR-00000111,MITVERSICHERT,
VTR-00002529,PTR-00000761,VERSICHERUNGSNEHMER,
VTR-00002529,PTR-00000762,MITVERSICHERT,
VTR-00002530,PTR-00000484,VERSICHERUNGSNEHMER,
VTR-00002530,PTR-00000485,MITVERSICHERT,
VTR-00002531,PTR-00000970,VERSICHERUNGSNEHMER,
VTR-00002531,PTR-00000971,MITVERSICHERT,
VTR-00002532,PTR-00000334,VERSICHERUNGSNEHMER,
VTR-00002532,PTR-00000335,MITVERSICHERT,
VTR-00002533,PTR-00000651,VERSICHERUNGSNEHMER,
VTR-00002534,PTR-00000457,VERSICHERUNGSNEHMER,
VTR-00002534,PTR-00000458,MITVERSICHERT,
VTR-00002534,PTR-00000459,MITVERSICHERT,
VTR-00002535,PTR-00000563,VERSICHERUNGSNEHMER,
VTR-00002535,PTR-00000564,MITVERSICHERT,
VTR-00002535,PTR-00000565,MITVERSICHERT,
VTR-00002536,PTR-00000339,VERSICHERUNGSNEHMER,
VTR-00002537,PTR-00000066,VERSICHERUNGSNEHMER,
VTR-00002537,PTR-00000067,MITVERSICHERT,
VTR-00002538,PTR-00000237,VERSICHERUNGSNEHMER,
VTR-00002539,PTR-00000580,VERSICHERUNGSNEHMER,
VTR-00002540,PTR-00000688,VERSICHERUNGSNEHMER,
VTR-00002540,PTR-00000689,MITVERSICHERT,
VTR-00002541,PTR-00000172,VERSICHERUNGSNEHMER,
VTR-00002542,PTR-00000556,VERSICHERUNGSNEHMER,
VTR-00002543,PTR-00000727,VERSICHERUNGSNEHMER,
VTR-00002544,PTR-00000627,VERSICHERUNGSNEHMER,
VTR-00002544,PTR-00000628,MITVERSICHERT,
VTR-00002545,PTR-00000171,VERSICHERUNGSNEHMER,
VTR-00002546,PTR-00000354,VERSICHERUNGSNEHMER,
VTR-00002546,PTR-00000355,MITVERSICHERT,
VTR-00002546,PTR-00000356,MITVERSICHERT,
VTR-00002546,PTR-00000357,MITVERSICHERT,
VTR-00002547,PTR-00000919,VERSICHERUNGSNEHMER,
VTR-00002548,PTR-00000630,VERSICHERUNGSNEHMER,
VTR-00002548,PTR-00000631,MITVERSICHERT,
VTR-00002549,PTR-00000034,VERSICHERUNGSNEHMER,
VTR-00002550,PTR-00000768,VERSICHERUNGSNEHMER,
VTR-00002551,PTR-00000573,VERSICHERUNGSNEHMER,
VTR-00002552,PTR-00000286,VERSICHERUNGSNEHMER,
VTR-00002553,PTR-00000079,VERSICHERUNGSNEHMER,
VTR-00002553,PTR-00000080,MITVERSICHERT,
VTR-00002553,PTR-00000081,MITVERSICHERT,
VTR-00002554,PTR-00000106,VERSICHERUNGSNEHMER,
VTR-00002554,PTR-00000107,MITVERSICHERT,
VTR-00002554,PTR-00000108,MITVERSICHERT,
VTR-00002555,PTR-00000432,VERSICHERUNGSNEHMER,
VTR-00002556,PTR-00000804,VERSICHERUNGSNEHMER,
VTR-00002556,PTR-00000805,MITVERSICHERT,
VTR-00002556,PTR-00000806,MITVERSICHERT,
VTR-00002556,PTR-00000807,MITVERSICHERT,
VTR-00002556,PTR-00000808,MITVERSICHERT,
VTR-00002557,PTR-00000083,VERSICHERUNGSNEHMER,
VTR-00002558,PTR-00000570,VERSICHERUNGSNEHMER,
VTR-00002559,PTR-00000868,VERSICHERUNGSNEHMER,
VTR-00002559,PTR-00000869,MITVERSICHERT,
VTR-00002559,PTR-00000870,MITVERSICHERT,
VTR-00002559,PTR-00000871,MITVERSICHERT,
VTR-00002560,PTR-00000910,VERSICHERUNGSNEHMER,
VTR-00002561,PTR-00000613,VERSICHERUNGSNEHMER,
VTR-00002561,PTR-00000614,MITVERSICHERT,
VTR-00002561,PTR-00000615,MITVERSICHERT,
VTR-00002562,PTR-00000097,VERSICHERUNGSNEHMER,
VTR-00002562,PTR-00000098,MITVERSICHERT,
VTR-00002563,PTR-00000864,VERSICHERUNGSNEHMER,
VTR-00002564,PTR-00000989,VERSICHERUNGSNEHMER,
VTR-00002564,PTR-00000990,MITVERSICHERT,
VTR-00002565,PTR-00000774,VERSICHERUNGSNEHMER,
VTR-00002565,PTR-00000775,MITVERSICHERT,
VTR-00002565,PTR-00000776,MITVERSICHERT,
VTR-00002566,PTR-00000660,VERSICHERUNGSNEHMER,
VTR-00002567,PTR-00000065,VERSICHERUNGSNEHMER,
VTR-00002568,PTR-00000327,VERSICHERUNGSNEHMER,
VTR-00002569,PTR-00000158,VERSICHERUNGSNEHMER,
VTR-00002569,PTR-00000159,MITVERSICHERT,
VTR-00002569,PTR-00000160,MITVERSICHERT,
VTR-00002569,PTR-00000161,MITVERSICHERT,
VTR-00002569,PTR-00000162,MITVERSICHERT,
VTR-00002570,PTR-00000756,VERSICHERUNGSNEHMER,
VTR-00002571,PTR-00000502,VERSICHERUNGSNEHMER,
VTR-00002571,PTR-00000503,MITVERSICHERT,
VTR-00002571,PTR-00000504,MITVERSICHERT,
VTR-00002571,PTR-00000505,MITVERSICHERT,
VTR-00002572,PTR-00000937,VERSICHERUNGSNEHMER,
VTR-00002572,PTR-00000938,MITVERSICHERT,
VTR-00002573,PTR-00000435,VERSICHERUNGSNEHMER,
VTR-00002574,PTR-00000271,VERSICHERUNGSNEHMER,
VTR-00002574,PTR-00000272,MITVERSICHERT,
VTR-00002575,PTR-00000879,VERSICHERUNGSNEHMER,
VTR-00002575,PTR-00000880,MITVERSICHERT,
VTR-00002576,PTR-00000888,VERSICHERUNGSNEHMER,
VTR-00002576,PTR-00000889,MITVERSICHERT,
VTR-00002577,PTR-00000834,VERSICHERUNGSNEHMER,
VTR-00002577,PTR-00000835,MITVERSICHERT,
VTR-00002578,PTR-00000995,VERSICHERUNGSNEHMER,
VTR-00002578,PTR-00000996,MITVERSICHERT,
VTR-00002579,PTR-00000267,VERSICHERUNGSNEHMER,
VTR-00002580,PTR-00000082,VERSICHERUNGSNEHMER,
VTR-00002581,PTR-00000827,VERSICHERUNGSNEHMER,
VTR-00002582,PTR-00000975,VERSICHERUNGSNEHMER,
VTR-00002582,PTR-00000976,MITVERSICHERT,
VTR-00002582,PTR-00000977,MITVERSICHERT,
VTR-00002582,PTR-00000978,MITVERSICHERT,
VTR-00002583,PTR-00000964,VERSICHERUNGSNEHMER,
VTR-00002584,PTR-00000342,VERSICHERUNGSNEHMER,
VTR-00002585,PTR-00000605,VERSICHERUNGSNEHMER,
VTR-00002586,PTR-00000794,VERSICHERUNGSNEHMER,
VTR-00002586,PTR-00000795,MITVERSICHERT,
VTR-00002587,PTR-00000746,VERSICHERUNGSNEHMER,
VTR-00002587,PTR-00000747,MITVERSICHERT,
VTR-00002588,PTR-00000637,VERSICHERUNGSNEHMER,
VTR-00002588,PTR-00000638,MITVERSICHERT,
VTR-00002588,PTR-00000639,MITVERSICHERT,
VTR-00002589,PTR-00000868,VERSICHERUNGSNEHMER,
VTR-00002589,PTR-00000869,MITVERSICHERT,
VTR-00002589,PTR-00000870,MITVERSICHERT,
VTR-00002589,PTR-00000871,MITVERSICHERT,
VTR-00002590,PTR-00000244,VERSICHERUNGSNEHMER,
VTR-00002591,PTR-00000248,VERSICHERUNGSNEHMER,
VTR-00002592,PTR-00000360,VERSICHERUNGSNEHMER,
VTR-00002592,PTR-00000361,MITVERSICHERT,
VTR-00002593,PTR-00000481,VERSICHERUNGSNEHMER,
VTR-00002594,PTR-00000626,VERSICHERUNGSNEHMER,
VTR-00002595,PTR-00000237,VERSICHERUNGSNEHMER,
VTR-00002596,PTR-00000560,VERSICHERUNGSNEHMER,
VTR-00002597,PTR-00000987,VERSICHERUNGSNEHMER,
VTR-00002597,PTR-00000988,MITVERSICHERT,
VTR-00002598,PTR-00000959,VERSICHERUNGSNEHMER,
VTR-00002598,PTR-00000960,MITVERSICHERT,
VTR-00002598,PTR-00000961,MITVERSICHERT,
VTR-00002598,PTR-00000962,MITVERSICHERT,
VTR-00002598,PTR-00000963,MITVERSICHERT,
VTR-00002599,PTR-00000340,VERSICHERUNGSNEHMER,
VTR-00002599,PTR-00000341,MITVERSICHERT,
VTR-00002600,PTR-00000311,VERSICHERUNGSNEHMER,
VTR-00002600,PTR-00000312,MITVERSICHERT,
VTR-00002601,PTR-00000826,VERSICHERUNGSNEHMER,
VTR-00002602,PTR-00000482,VERSICHERUNGSNEHMER,
VTR-00002602,PTR-00000483,MITVERSICHERT,
VTR-00002603,PTR-00000060,VERSICHERUNGSNEHMER,
VTR-00002604,PTR-00000568,VERSICHERUNGSNEHMER,
VTR-00002604,PTR-00000569,MITVERSICHERT,
VTR-00002605,PTR-00000533,VERSICHERUNGSNEHMER,
VTR-00002606,PTR-00000416,VERSICHERUNGSNEHMER,
VTR-00002606,PTR-00000417,MITVERSICHERT,
VTR-00002607,PTR-00000220,VERSICHERUNGSNEHMER,
VTR-00002608,PTR-00000616,VERSICHERUNGSNEHMER,
VTR-00002609,PTR-00000841,VERSICHERUNGSNEHMER,
VTR-00002610,PTR-00000817,VERSICHERUNGSNEHMER,
VTR-00002611,PTR-00000245,VERSICHERUNGSNEHMER,
VTR-00002611,PTR-00000246,MITVERSICHERT,
VTR-00002612,PTR-00000522,VERSICHERUNGSNEHMER,
VTR-00002612,PTR-00000523,MITVERSICHERT,
VTR-00002613,PTR-00000328,VERSICHERUNGSNEHMER,
VTR-00002613,PTR-00000329,MITVERSICHERT,
VTR-00002613,PTR-00000330,MITVERSICHERT,
VTR-00002613,PTR-00000331,MITVERSICHERT,
VTR-00002613,PTR-00000332,MITVERSICHERT,
VTR-00002614,PTR-00000678,VERSICHERUNGSNEHMER,
VTR-00002615,PTR-00000752,VERSICHERUNGSNEHMER,
VTR-00002616,PTR-00000732,VERSICHERUNGSNEHMER,
VTR-00002616,PTR-00000733,MITVERSICHERT,
VTR-00002617,PTR-00000810,VERSICHERUNGSNEHMER,
VTR-00002618,PTR-00000948,VERSICHERUNGSNEHMER,
VTR-00002618,PTR-00000949,MITVERSICHERT,
VTR-00002619,PTR-00000035,VERSICHERUNGSNEHMER,
VTR-00002619,PTR-00000036,MITVERSICHERT,
VTR-00002619,PTR-00000037,MITVERSICHERT,
VTR-00002620,PTR-00000247,VERSICHERUNGSNEHMER,
VTR-00002621,PTR-00000696,VERSICHERUNGSNEHMER,
VTR-00002622,PTR-00000818,VERSICHERUNGSNEHMER,
VTR-00002622,PTR-00000819,MITVERSICHERT,
VTR-00002623,PTR-00000661,VERSICHERUNGSNEHMER,
VTR-00002623,PTR-00000662,MITVERSICHERT,
VTR-00002624,PTR-00000924,VERSICHERUNGSNEHMER,
VTR-00002624,PTR-00000925,MITVERSICHERT,
VTR-00002625,PTR-00000306,VERSICHERUNGSNEHMER,
VTR-00002625,PTR-00000307,MITVERSICHERT,
VTR-00002626,PTR-00000965,VERSICHERUNGSNEHMER,
VTR-00002626,PTR-00000966,MITVERSICHERT,
VTR-00002626,PTR-00000967,MITVERSICHERT,
VTR-00002627,PTR-00000826,VERSICHERUNGSNEHMER,
VTR-00002628,PTR-00000047,VERSICHERUNGSNEHMER,
VTR-00002628,PTR-00000048,MITVERSICHERT,
VTR-00002629,PTR-00000561,VERSICHERUNGSNEHMER,
VTR-00002629,PTR-00000562,MITVERSICHERT,
VTR-00002630,PTR-00000683,VERSICHERUNGSNEHMER,
VTR-00002631,PTR-00000670,VERSICHERUNGSNEHMER,
VTR-00002631,PTR-00000671,MITVERSICHERT,
VTR-00002631,PTR-00000672,MITVERSICHERT,
VTR-00002631,PTR-00000673,MITVERSICHERT,
VTR-00002631,PTR-00000674,MITVERSICHERT,
VTR-00002632,PTR-00000508,VERSICHERUNGSNEHMER,
VTR-00002632,PTR-00000509,MITVERSICHERT,
VTR-00002633,PTR-00000109,VERSICHERUNGSNEHMER,
VTR-00002634,PTR-00000192,VERSICHERUNGSNEHMER,
VTR-00002634,PTR-00000193,MITVERSICHERT,
VTR-00002634,PTR-00000194,MITVERSICHERT,
VTR-00002635,PTR-00000325,VERSICHERUNGSNEHMER,
VTR-00002636,PTR-00000200,VERSICHERUNGSNEHMER,
VTR-00002637,PTR-00000665,VERSICHERUNGSNEHMER,
VTR-00002637,PTR-00000666,MITVERSICHERT,
VTR-00002637,PTR-00000667,MITVERSICHERT,
VTR-00002637,PTR-00000668,MITVERSICHERT,
VTR-00002637,PTR-00000669,MITVERSICHERT,
VTR-00002638,PTR-00000117,VERSICHERUNGSNEHMER,
VTR-00002638,PTR-00000118,MITVERSICHERT,
VTR-00002639,PTR-00000517,VERSICHERUNGSNEHMER,
VTR-00002640,PTR-00000092,VERSICHERUNGSNEHMER,
VTR-00002641,PTR-00000606,VERSICHERUNGSNEHMER,
VTR-00002642,PTR-00000611,VERSICHERUNGSNEHMER,
VTR-00002642,PTR-00000612,MITVERSICHERT,
VTR-00002643,PTR-00000204,VERSICHERUNGSNEHMER,
VTR-00002644,PTR-00000370,VERSICHERUNGSNEHMER,
VTR-00002644,PTR-00000371,MITVERSICHERT,
VTR-00002645,PTR-00000168,VERSICHERUNGSNEHMER,
VTR-00002645,PTR-00000169,MITVERSICHERT,
VTR-00002646,PTR-00000379,VERSICHERUNGSNEHMER,
VTR-00002647,PTR-00000543,VERSICHERUNGSNEHMER,
VTR-00002647,PTR-00000544,MITVERSICHERT,
VTR-00002648,PTR-00000684,VERSICHERUNGSNEHMER,
VTR-00002649,PTR-00000624,VERSICHERUNGSNEHMER,
VTR-00002649,PTR-00000625,MITVERSICHERT,
VTR-00002650,PTR-00000692,VERSICHERUNGSNEHMER,
VTR-00002651,PTR-00000972,VERSICHERUNGSNEHMER,
VTR-00002652,PTR-00000769,VERSICHERUNGSNEHMER,
VTR-00002652,PTR-00000770,MITVERSICHERT,
VTR-00002653,PTR-00000251,VERSICHERUNGSNEHMER,
VTR-00002654,PTR-00000778,VERSICHERUNGSNEHMER,
VTR-00002655,PTR-00000401,VERSICHERUNGSNEHMER,
VTR-00002655,PTR-00000402,MITVERSICHERT,
VTR-00002656,PTR-00000741,VERSICHERUNGSNEHMER,
VTR-00002656,PTR-00000742,MITVERSICHERT,
VTR-00002657,PTR-00000212,VERSICHERUNGSNEHMER,
VTR-00002657,PTR-00000213,MITVERSICHERT,
VTR-00002657,PTR-00000214,MITVERSICHERT,
VTR-00002657,PTR-00000215,MITVERSICHERT,
VTR-00002657,PTR-00000216,MITVERSICHERT,
VTR-00002658,PTR-00000506,VERSICHERUNGSNEHMER,
VTR-00002658,PTR-00000507,MITVERSICHERT,
VTR-00002659,PTR-00000317,VERSICHERUNGSNEHMER,
VTR-00002660,PTR-00000125,VERSICHERUNGSNEHMER,
VTR-00002660,PTR-00000126,MITVERSICHERT,
VTR-00002661,PTR-00000851,VERSICHERUNGSNEHMER,
VTR-00002661,PTR-00000852,MITVERSICHERT,
VTR-00002662,PTR-00000554,VERSICHERUNGSNEHMER,
VTR-00002662,PTR-00000555,MITVERSICHERT,
VTR-00002663,PTR-00000184,VERSICHERUNGSNEHMER,
VTR-00002664,PTR-00000600,VERSICHERUNGSNEHMER,
VTR-00002664,PTR-00000601,MITVERSICHERT,
VTR-00002664,PTR-00000602,MITVERSICHERT,
VTR-00002664,PTR-00000603,MITVERSICHERT,
VTR-00002665,PTR-00000595,VERSICHERUNGSNEHMER,
VTR-00002665,PTR-00000596,MITVERSICHERT,
VTR-00002665,PTR-00000597,MITVERSICHERT,
VTR-00002665,PTR-00000598,MITVERSICHERT,
VTR-00002666,PTR-00000393,VERSICHERUNGSNEHMER,
VTR-00002666,PTR-00000394,MITVERSICHERT,
VTR-00002666,PTR-00000395,MITVERSICHERT,
VTR-00002666,PTR-00000396,MITVERSICHERT,
VTR-00002667,PTR-00000440,VERSICHERUNGSNEHMER,
VTR-00002667,PTR-00000441,MITVERSICHERT,
VTR-00002667,PTR-00000442,MITVERSICHERT,
VTR-00002668,PTR-00000320,VERSICHERUNGSNEHMER,
VTR-00002669,PTR-00000252,VERSICHERUNGSNEHMER,
VTR-00002669,PTR-00000253,MITVERSICHERT,
VTR-00002670,PTR-00000362,VERSICHERUNGSNEHMER,
VTR-00002670,PTR-00000363,MITVERSICHERT,
VTR-00002671,PTR-00000929,VERSICHERUNGSNEHMER,
VTR-00002672,PTR-00000230,VERSICHERUNGSNEHMER,
VTR-00002673,PTR-00000040,VERSICHERUNGSNEHMER,
VTR-00002674,PTR-00000050,VERSICHERUNGSNEHMER,
VTR-00002674,PTR-00000051,MITVERSICHERT,
VTR-00002675,PTR-00000538,VERSICHERUNGSNEHMER,
VTR-00002676,PTR-00000088,VERSICHERUNGSNEHMER,
VTR-00002676,PTR-00000089,MITVERSICHERT,
VTR-00002676,PTR-00000090,MITVERSICHERT,
VTR-00002677,PTR-00000553,VERSICHERUNGSNEHMER,
VTR-00002678,PTR-00000058,VERSICHERUNGSNEHMER,
VTR-00002678,PTR-00000059,MITVERSICHERT,
VTR-00002679,PTR-00000823,VERSICHERUNGSNEHMER,
VTR-00002680,PTR-00000773,VERSICHERUNGSNEHMER,
VTR-00002681,PTR-00000023,VERSICHERUNGSNEHMER,
VTR-00002682,PTR-00000121,VERSICHERUNGSNEHMER,
VTR-00002683,PTR-00000262,VERSICHERUNGSNEHMER,
VTR-00002683,PTR-00000263,MITVERSICHERT,
VTR-00002683,PTR-00000264,MITVERSICHERT,
VTR-00002684,PTR-00000607,VERSICHERUNGSNEHMER,
VTR-00002685,PTR-00000812,VERSICHERUNGSNEHMER,
VTR-00002686,PTR-00000201,VERSICHERUNGSNEHMER,
VTR-00002686,PTR-00000202,MITVERSICHERT,
VTR-00002686,PTR-00000203,MITVERSICHERT,
VTR-00002687,PTR-00000524,VERSICHERUNGSNEHMER,
VTR-00002688,PTR-00000636,VERSICHERUNGSNEHMER,
VTR-00002689,PTR-00000720,VERSICHERUNGSNEHMER,
VTR-00002689,PTR-00000721,MITVERSICHERT,
VTR-00002689,PTR-00000722,MITVERSICHERT,
VTR-00002690,PTR-00000723,VERSICHERUNGSNEHMER,
VTR-00002690,PTR-00000724,MITVERSICHERT,
VTR-00002690,PTR-00000725,MITVERSICHERT,
VTR-00002691,PTR-00000489,VERSICHERUNGSNEHMER,
VTR-00002692,PTR-00000374,VERSICHERUNGSNEHMER,
VTR-00002692,PTR-00000375,MITVERSICHERT,
VTR-00002693,PTR-00000166,VERSICHERUNGSNEHMER,
VTR-00002694,PTR-00000123,VERSICHERUNGSNEHMER,
VTR-00002694,PTR-00000124,MITVERSICHERT,
VTR-00002695,PTR-00000283,VERSICHERUNGSNEHMER,
VTR-00002696,PTR-00000104,VERSICHERUNGSNEHMER,
VTR-00002696,PTR-00000105,MITVERSICHERT,
VTR-00002697,PTR-00000902,VERSICHERUNGSNEHMER,
VTR-00002697,PTR-00000903,MITVERSICHERT,
VTR-00002698,PTR-00000853,VERSICHERUNGSNEHMER,
VTR-00002698,PTR-00000854,MITVERSICHERT,
VTR-00002699,PTR-00000690,VERSICHERUNGSNEHMER,
VTR-00002699,PTR-00000691,MITVERSICHERT,
VTR-00002700,PTR-00000975,VERSICHERUNGSNEHMER,
VTR-00002700,PTR-00000976,MITVERSICHERT,
VTR-00002700,PTR-00000977,MITVERSICHERT,
VTR-00002700,PTR-00000978,MITVERSICHERT,
VTR-00002701,PTR-00000028,VERSICHERUNGSNEHMER,
VTR-00002702,PTR-00000116,VERSICHERUNGSNEHMER,
VTR-00002703,PTR-00000032,VERSICHERUNGSNEHMER,
VTR-00002703,PTR-00000033,MITVERSICHERT,
VTR-00002704,PTR-00000527,VERSICHERUNGSNEHMER,
VTR-00002704,PTR-00000528,MITVERSICHERT,
VTR-00002704,PTR-00000529,MITVERSICHERT,
VTR-00002705,PTR-00000258,VERSICHERUNGSNEHMER,
VTR-00002706,PTR-00000270,VERSICHERUNGSNEHMER,
VTR-00002707,PTR-00000425,VERSICHERUNGSNEHMER,
VTR-00002707,PTR-00000426,MITVERSICHERT,
VTR-00002707,PTR-00000427,MITVERSICHERT,
VTR-00002707,PTR-00000428,MITVERSICHERT,
VTR-00002707,PTR-00000429,MITVERSICHERT,
VTR-00002708,PTR-00000366,VERSICHERUNGSNEHMER,
VTR-00002709,PTR-00000931,VERSICHERUNGSNEHMER,
VTR-00002710,PTR-00000825,VERSICHERUNGSNEHMER,
VTR-00002711,PTR-00000838,VERSICHERUNGSNEHMER,
VTR-00002711,PTR-00000839,MITVERSICHERT,
VTR-00002712,PTR-00000847,VERSICHERUNGSNEHMER,
VTR-00002713,PTR-00000734,VERSICHERUNGSNEHMER,
VTR-00002714,PTR-00000347,VERSICHERUNGSNEHMER,
VTR-00002715,PTR-00000484,VERSICHERUNGSNEHMER,
VTR-00002715,PTR-00000485,MITVERSICHERT,
VTR-00002716,PTR-00000049,VERSICHERUNGSNEHMER,
VTR-00002717,PTR-00000372,VERSICHERUNGSNEHMER,
VTR-00002717,PTR-00000373,MITVERSICHERT,
