deckung_id,vertrag_id,deckungsart,baustein,summe,selbstbehalt,selbstbehalt_typ,gueltig_von,gueltig_bis
DEK-00002289-01,VTR-00002289,HAUPTDECKUNG,,5000000.0,200.0,fix,2013-07-01,
DEK-00002289-02,VTR-00002289,BAUSTEIN,BS-GEBAEUDE,,,,2013-07-01,
DEK-00002290-01,VTR-00002290,HAUPTDECKUNG,,20000000.0,0.0,fix,2015-03-01,2017-10-01
DEK-00002291-01,VTR-00002291,HAUPTDECKUNG,,5000000.0,200.0,fix,2016-07-01,2024-11-01
DEK-00002292-01,VTR-00002292,HAUPTDECKUNG,,10000000.0,0.0,fix,2019-11-01,
DEK-00002292-02,VTR-00002292,BAUSTEIN,BS-AUSFALL,,,,2019-11-01,
DEK-00002292-03,VTR-00002292,BAUSTEIN,BS-KINDER,,,,2019-11-01,
DEK-00002293-01,VTR-00002293,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-02-01,
DEK-00002294-01,VTR-00002294,HAUPTDECKUNG,,10000000.0,200.0,fix,2025-09-01,
DEK-00002295-01,VTR-00002295,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-01-01,
DEK-00002296-01,VTR-00002296,HAUPTDECKUNG,,5000000.0,200.0,fix,2008-03-01,2011-02-01
DEK-00002296-02,VTR-00002296,BAUSTEIN,BS-TIER-HUND,,,,2008-03-01,2011-02-01
DEK-00002297-01,VTR-00002297,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-06-01,
DEK-00002298-01,VTR-00002298,HAUPTDECKUNG,,5000000.0,0.0,fix,2021-06-01,
DEK-00002298-02,VTR-00002298,BAUSTEIN,BS-TIER-HUND,,,,2021-06-01,
DEK-00002298-03,VTR-00002298,BAUSTEIN,BS-DROHNE,,,,2021-06-01,
DEK-00002299-01,VTR-00002299,HAUPTDECKUNG,,10000000.0,0.0,fix,2021-04-01,
DEK-00002299-02,VTR-00002299,BAUSTEIN,BS-AUSFALL,,,,2021-04-01,
DEK-00002300-01,VTR-00002300,HAUPTDECKUNG,,5000000.0,150.0,fix,2025-10-01,
DEK-00002300-02,VTR-00002300,BAUSTEIN,BS-OELTANK,,,,2025-10-01,
DEK-00002300-03,VTR-00002300,BAUSTEIN,BS-AUSFALL,,,,2025-10-01,
DEK-00002301-01,VTR-00002301,HAUPTDECKUNG,,10000000.0,0.0,fix,2017-10-01,
DEK-00002302-01,VTR-00002302,HAUPTDECKUNG,,5000000.0,200.0,fix,2014-02-01,
DEK-00002303-01,VTR-00002303,HAUPTDECKUNG,,20000000.0,0.0,fix,2022-11-01,
DEK-00002303-02,VTR-00002303,BAUSTEIN,BS-KINDER,,,,2022-11-01,
DEK-00002304-01,VTR-00002304,HAUPTDECKUNG,,10000000.0,200.0,fix,2014-12-01,2019-01-01
DEK-00002304-02,VTR-00002304,BAUSTEIN,BS-TIER-PFERD,,,,2014-12-01,2019-01-01
DEK-00002305-01,VTR-00002305,HAUPTDECKUNG,,20000000.0,0.0,fix,2022-11-01,
DEK-00002305-02,VTR-00002305,BAUSTEIN,BS-TIER-HUND,,,,2022-11-01,
DEK-00002306-01,VTR-00002306,HAUPTDECKUNG,,5000000.0,200.0,fix,2015-02-01,
DEK-00002306-02,VTR-00002306,BAUSTEIN,BS-GEBAEUDE,,,,2015-02-01,
DEK-00002307-01,VTR-00002307,HAUPTDECKUNG,,20000000.0,0.0,fix,2021-05-01,2022-01-01
DEK-00002308-01,VTR-00002308,HAUPTDECKUNG,,10000000.0,0.0,fix,2014-08-01,2021-02-01
DEK-00002308-02,VTR-00002308,BAUSTEIN,BS-TIER-HUND,,,,2014-08-01,2021-02-01
DEK-00002309-01,VTR-00002309,HAUPTDECKUNG,,20000000.0,150.0,fix,2025-03-01,
DEK-00002310-01,VTR-00002310,HAUPTDECKUNG,,20000000.0,0.0,fix,2022-03-01,2024-07-01
DEK-00002310-02,VTR-00002310,BAUSTEIN,BS-SCHLUESSEL,,,,2022-03-01,2024-07-01
DEK-00002311-01,VTR-00002311,HAUPTDECKUNG,,10000000.0,500.0,fix,2013-09-01,2024-05-01
DEK-00002312-01,VTR-00002312,HAUPTDECKUNG,,10000000.0,0.0,fix,2021-11-01,2024-10-01
DEK-00002312-02,VTR-00002312,BAUSTEIN,BS-AUSFALL,,,,2021-11-01,2024-10-01
DEK-00002313-01,VTR-00002313,HAUPTDECKUNG,,5000000.0,0.0,fix,2025-10-01,
DEK-00002314-01,VTR-00002314,HAUPTDECKUNG,,10000000.0,0.0,fix,2021-01-01,
DEK-00002314-02,VTR-00002314,BAUSTEIN,BS-AUSFALL,,,,2021-01-01,
DEK-00002315-01,VTR-00002315,HAUPTDECKUNG,,5000000.0,100.0,fix,2009-03-01,2010-07-01
DEK-00002316-01,VTR-00002316,HAUPTDECKUNG,,5000000.0,0.0,fix,2021-08-01,
DEK-00002316-02,VTR-00002316,BAUSTEIN,BS-AUSFALL,,,,2021-08-01,
DEK-00002317-01,VTR-00002317,HAUPTDECKUNG,,10000000.0,0.0,fix,2025-10-01,
DEK-00002317-02,VTR-00002317,BAUSTEIN,BS-AUSFALL,,,,2025-10-01,
DEK-00002317-03,VTR-00002317,BAUSTEIN,BS-KINDER,,,,2025-10-01,
DEK-00002318-01,VTR-00002318,HAUPTDECKUNG,,20000000.0,0.0,fix,2025-07-01,
DEK-00002319-01,VTR-00002319,HAUPTDECKUNG,,10000000.0,0.0,fix,2024-03-01,
DEK-00002319-02,VTR-00002319,BAUSTEIN,BS-OELTANK,,,,2024-03-01,
DEK-00002320-01,VTR-00002320,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-03-01,
DEK-00002321-01,VTR-00002321,HAUPTDECKUNG,,5000000.0,150.0,fix,2017-07-01,
DEK-00002321-02,VTR-00002321,BAUSTEIN,BS-BAUHERR,,,,2017-07-01,
DEK-00002321-03,VTR-00002321,BAUSTEIN,BS-SCHLUESSEL,,,,2017-07-01,
DEK-00002322-01,VTR-00002322,HAUPTDECKUNG,,10000000.0,0.0,fix,2021-04-01,2023-09-01
DEK-00002323-01,VTR-00002323,HAUPTDECKUNG,,5000000.0,200.0,fix,2016-06-01,2023-07-01
DEK-00002323-02,VTR-00002323,BAUSTEIN,BS-GEBAEUDE,,,,2016-06-01,2023-07-01
DEK-00002324-01,VTR-00002324,HAUPTDECKUNG,,5000000.0,200.0,fix,2015-06-01,
DEK-00002325-01,VTR-00002325,HAUPTDECKUNG,,5000000.0,0.0,fix,2008-08-01,2020-06-01
DEK-00002326-01,VTR-00002326,HAUPTDECKUNG,,5000000.0,200.0,fix,2013-08-01,2014-03-01
DEK-00002326-02,VTR-00002326,BAUSTEIN,BS-GEBAEUDE,,,,2013-08-01,2014-03-01
DEK-00002327-01,VTR-00002327,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-10-01,
DEK-00002327-02,VTR-00002327,BAUSTEIN,BS-GEBAEUDE,,,,2025-10-01,
DEK-00002328-01,VTR-00002328,HAUPTDECKUNG,,5000000.0,0.0,fix,2017-05-01,2018-08-01
DEK-00002328-02,VTR-00002328,BAUSTEIN,BS-KINDER,,,,2017-05-01,2018-08-01
DEK-00002329-01,VTR-00002329,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-04-01,
DEK-00002330-01,VTR-00002330,HAUPTDECKUNG,,10000000.0,200.0,fix,2015-01-01,
DEK-00002331-01,VTR-00002331,HAUPTDECKUNG,,10000000.0,200.0,fix,2025-10-01,
DEK-00002331-02,VTR-00002331,BAUSTEIN,BS-GEBAEUDE,,,,2025-10-01,
DEK-00002332-01,VTR-00002332,HAUPTDECKUNG,,20000000.0,0.0,fix,2017-06-01,2022-09-01
DEK-00002332-02,VTR-00002332,BAUSTEIN,BS-TIER-HUND,,,,2017-06-01,2022-09-01
DEK-00002332-03,VTR-00002332,BAUSTEIN,BS-AUSFALL,,,,2017-06-01,2022-09-01
DEK-00002333-01,VTR-00002333,HAUPTDECKUNG,,5000000.0,0.0,fix,2015-01-01,
DEK-00002334-01,VTR-00002334,HAUPTDECKUNG,,10000000.0,0.0,fix,2022-12-01,
DEK-00002334-02,VTR-00002334,BAUSTEIN,BS-KINDER,,,,2022-12-01,
DEK-00002335-01,VTR-00002335,HAUPTDECKUNG,,50000000.0,0.0,fix,2025-07-01,
DEK-00002335-02,VTR-00002335,BAUSTEIN,BS-TIER-HUND,,,,2025-07-01,
DEK-00002335-03,VTR-00002335,BAUSTEIN,BS-DROHNE,,,,2025-07-01,
DEK-00002336-01,VTR-00002336,HAUPTDECKUNG,,50000000.0,0.0,fix,2023-08-01,
DEK-00002336-02,VTR-00002336,BAUSTEIN,BS-AUSFALL,,,,2023-08-01,
DEK-00002337-01,VTR-00002337,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-10-01,
DEK-00002337-02,VTR-00002337,BAUSTEIN,BS-GEBAEUDE,,,,2025-10-01,
DEK-00002338-01,VTR-00002338,HAUPTDECKUNG,,10000000.0,0.0,fix,2025-01-01,
DEK-00002338-02,VTR-00002338,BAUSTEIN,BS-KINDER,,,,2025-01-01,
DEK-00002339-01,VTR-00002339,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-07-01,
DEK-00002339-02,VTR-00002339,BAUSTEIN,BS-TIER-HUND,,,,2025-07-01,
DEK-00002340-01,VTR-00002340,HAUPTDECKUNG,,20000000.0,0.0,fix,2020-10-01,2023-04-01
DEK-00002340-02,VTR-00002340,BAUSTEIN,BS-KINDER,,,,2020-10-01,2023-04-01
DEK-00002341-01,VTR-00002341,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-12-01,
DEK-00002341-02,VTR-00002341,BAUSTEIN,BS-BAUHERR,,,,2025-12-01,
DEK-00002341-03,VTR-00002341,BAUSTEIN,BS-GEBAEUDE,,,,2025-12-01,
DEK-00002342-01,VTR-00002342,HAUPTDECKUNG,,20000000.0,0.0,fix,2021-11-01,2022-04-01
DEK-00002342-02,VTR-00002342,BAUSTEIN,BS-BAUHERR,,,,2021-11-01,2022-04-01
DEK-00002342-03,VTR-00002342,BAUSTEIN,BS-AUSFALL,,,,2021-11-01,2022-04-01
DEK-00002343-01,VTR-00002343,HAUPTDECKUNG,,10000000.0,150.0,fix,2020-01-01,
DEK-00002344-01,VTR-00002344,HAUPTDECKUNG,,10000000.0,0.0,fix,2024-12-01,
DEK-00002344-02,VTR-00002344,BAUSTEIN,BS-AUSFALL,,,,2024-12-01,
DEK-00002345-01,VTR-00002345,HAUPTDECKUNG,,20000000.0,0.0,fix,2023-03-01,
DEK-00002346-01,VTR-00002346,HAUPTDECKUNG,,5000000.0,0.0,fix,2025-02-01,
DEK-00002346-02,VTR-00002346,BAUSTEIN,BS-AUSFALL,,,,2025-02-01,
DEK-00002346-03,VTR-00002346,BAUSTEIN,BS-DROHNE,,,,2025-02-01,
DEK-00002347-01,VTR-00002347,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-12-01,
DEK-00002348-01,VTR-00002348,HAUPTDECKUNG,,10000000.0,0.0,fix,2017-03-01,
DEK-00002348-02,VTR-00002348,BAUSTEIN,BS-AUSFALL,,,,2017-03-01,
DEK-00002349-01,VTR-00002349,HAUPTDECKUNG,,5000000.0,0.0,fix,2025-04-01,
DEK-00002350-01,VTR-00002350,HAUPTDECKUNG,,20000000.0,0.0,fix,2017-12-01,2019-12-01
DEK-00002350-02,VTR-00002350,BAUSTEIN,BS-OELTANK,,,,2017-12-01,2019-12-01
DEK-00002350-03,VTR-00002350,BAUSTEIN,BS-KINDER,,,,2017-12-01,2019-12-01
DEK-00002351-01,VTR-00002351,HAUPTDECKUNG,,20000000.0,0.0,fix,2024-02-01,
DEK-00002351-02,VTR-00002351,BAUSTEIN,BS-AUSFALL,,,,2024-02-01,
DEK-00002352-01,VTR-00002352,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-10-01,
DEK-00002353-01,VTR-00002353,HAUPTDECKUNG,,5000000.0,0.0,fix,2002-06-01,2008-11-01
DEK-00002354-01,VTR-00002354,HAUPTDECKUNG,,10000000.0,0.0,fix,2015-04-01,2017-09-01
DEK-00002355-01,VTR-00002355,HAUPTDECKUNG,,20000000.0,0.0,fix,2018-02-01,
DEK-00002355-02,VTR-00002355,BAUSTEIN,BS-GEBAEUDE,,,,2018-02-01,
DEK-00002356-01,VTR-00002356,HAUPTDECKUNG,,5000000.0,0.0,fix,2022-05-01,2023-05-01
DEK-00002356-02,VTR-00002356,BAUSTEIN,BS-OELTANK,,,,2022-05-01,2023-05-01
DEK-00002356-03,VTR-00002356,BAUSTEIN,BS-AUSFALL,,,,2022-05-01,2023-05-01
DEK-00002357-01,VTR-00002357,HAUPTDECKUNG,,5000000.0,0.0,fix,2005-12-01,2010-11-01
DEK-00002358-01,VTR-00002358,HAUPTDECKUNG,,10000000.0,0.0,fix,2019-03-01,2020-11-01
DEK-00002358-02,VTR-00002358,BAUSTEIN,BS-GEBAEUDE,,,,2019-03-01,2020-11-01
DEK-00002359-01,VTR-00002359,HAUPTDECKUNG,,20000000.0,0.0,fix,2023-07-01,
DEK-00002360-01,VTR-00002360,HAUPTDECKUNG,,50000000.0,0.0,fix,2023-12-01,
DEK-00002361-01,VTR-00002361,HAUPTDECKUNG,,20000000.0,0.0,fix,2025-12-01,
DEK-00002361-02,VTR-00002361,BAUSTEIN,BS-BAUHERR,,,,2025-12-01,
DEK-00002361-03,VTR-00002361,BAUSTEIN,BS-KINDER,,,,2025-12-01,
DEK-00002362-01,VTR-00002362,HAUPTDECKUNG,,10000000.0,200.0,fix,2019-10-01,2021-03-01
DEK-00002363-01,VTR-00002363,HAUPTDECKUNG,,20000000.0,0.0,fix,2016-05-01,2021-02-01
DEK-00002363-02,VTR-00002363,BAUSTEIN,BS-TIER-HUND,,,,2016-05-01,2021-02-01
DEK-00002363-03,VTR-00002363,BAUSTEIN,BS-AUSFALL,,,,2016-05-01,2021-02-01
DEK-00002364-01,VTR-00002364,HAUPTDECKUNG,,5000000.0,150.0,fix,2025-12-01,
DEK-00002364-02,VTR-00002364,BAUSTEIN,BS-KINDER,,,,2025-12-01,
DEK-00002365-01,VTR-00002365,HAUPTDECKUNG,,50000000.0,0.0,fix,2021-05-01,
DEK-00002365-02,VTR-00002365,BAUSTEIN,BS-KINDER,,,,2021-05-01,
DEK-00002366-01,VTR-00002366,HAUPTDECKUNG,,10000000.0,0.0,fix,2025-06-01,
DEK-00002366-02,VTR-00002366,BAUSTEIN,BS-AUSFALL,,,,2025-06-01,
DEK-00002367-01,VTR-00002367,HAUPTDECKUNG,,5000000.0,0.0,fix,2021-04-01,
DEK-00002368-01,VTR-00002368,HAUPTDECKUNG,,5000000.0,0.0,fix,2020-09-01,
DEK-00002369-01,VTR-00002369,HAUPTDECKUNG,,5000000.0,0.0,fix,2025-01-01,
DEK-00002369-02,VTR-00002369,BAUSTEIN,BS-TIER-HUND,,,,2025-01-01,
DEK-00002369-03,VTR-00002369,BAUSTEIN,BS-SCHLUESSEL,,,,2025-01-01,
DEK-00002370-01,VTR-00002370,HAUPTDECKUNG,,5000000.0,0.0,fix,2018-12-01,
DEK-00002370-02,VTR-00002370,BAUSTEIN,BS-KINDER,,,,2018-12-01,
DEK-00002371-01,VTR-00002371,HAUPTDECKUNG,,5000000.0,0.0,fix,2024-10-01,
DEK-00002371-02,VTR-00002371,BAUSTEIN,BS-TIER-PFERD,,,,2024-10-01,
DEK-00002372-01,VTR-00002372,HAUPTDECKUNG,,10000000.0,200.0,fix,2025-12-01,
DEK-00002373-01,VTR-00002373,HAUPTDECKUNG,,10000000.0,500.0,fix,2025-01-01,
DEK-00002374-01,VTR-00002374,HAUPTDECKUNG,,5000000.0,500.0,fix,2020-12-01,2021-12-01
DEK-00002375-01,VTR-00002375,HAUPTDECKUNG,,10000000.0,0.0,fix,2016-02-01,
DEK-00002376-01,VTR-00002376,HAUPTDECKUNG,,5000000.0,200.0,fix,2018-04-01,2022-10-01
DEK-00002376-02,VTR-00002376,BAUSTEIN,BS-BAUHERR,,,,2018-04-01,2022-10-01
DEK-00002376-03,VTR-00002376,BAUSTEIN,BS-GEBAEUDE,,,,2018-04-01,2022-10-01
DEK-00002377-01,VTR-00002377,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-09-01,
DEK-00002378-01,VTR-00002378,HAUPTDECKUNG,,5000000.0,200.0,fix,2020-06-01,
DEK-00002379-01,VTR-00002379,HAUPTDECKUNG,,5000000.0,200.0,fix,2019-07-01,2020-08-01
DEK-00002380-01,VTR-00002380,HAUPTDECKUNG,,5000000.0,0.0,fix,2019-01-01,2020-01-01
DEK-00002380-02,VTR-00002380,BAUSTEIN,BS-KINDER,,,,2019-01-01,2020-01-01
DEK-00002381-01,VTR-00002381,HAUPTDECKUNG,,10000000.0,0.0,fix,2020-08-01,2022-02-01
DEK-00002381-02,VTR-00002381,BAUSTEIN,BS-KINDER,,,,2020-08-01,2022-02-01
DEK-00002382-01,VTR-00002382,HAUPTDECKUNG,,10000000.0,0.0,fix,2024-01-01,
DEK-00002382-02,VTR-00002382,BAUSTEIN,BS-TIER-HUND,,,,2024-01-01,
DEK-00002383-01,VTR-00002383,HAUPTDECKUNG,,50000000.0,0.0,fix,2023-10-01,
DEK-00002383-02,VTR-00002383,BAUSTEIN,BS-SCHLUESSEL,,,,2023-10-01,
DEK-00002383-03,VTR-00002383,BAUSTEIN,BS-KINDER,,,,2023-10-01,
DEK-00002384-01,VTR-00002384,HAUPTDECKUNG,,5000000.0,200.0,fix,2015-03-01,
DEK-00002385-01,VTR-00002385,HAUPTDECKUNG,,5000000.0,0.0,fix,2025-01-01,
DEK-00002386-01,VTR-00002386,HAUPTDECKUNG,,20000000.0,150.0,fix,2025-06-01,
DEK-00002387-01,VTR-00002387,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-01-01,
DEK-00002388-01,VTR-00002388,HAUPTDECKUNG,,5000000.0,0.0,fix,2025-12-01,
DEK-00002389-01,VTR-00002389,HAUPTDECKUNG,,10000000.0,0.0,fix,2014-01-01,
DEK-00002389-02,VTR-00002389,BAUSTEIN,BS-BAUHERR,,,,2014-01-01,
DEK-00002390-01,VTR-00002390,HAUPTDECKUNG,,5000000.0,0.0,fix,2007-10-01,2010-08-01
DEK-00002391-01,VTR-00002391,HAUPTDECKUNG,,10000000.0,200.0,fix,2025-04-01,
DEK-00002392-01,VTR-00002392,HAUPTDECKUNG,,5000000.0,0.0,fix,2025-05-01,
DEK-00002392-02,VTR-00002392,BAUSTEIN,BS-TIER-HUND,,,,2025-05-01,
DEK-00002393-01,VTR-00002393,HAUPTDECKUNG,,5000000.0,500.0,fix,2025-10-01,
DEK-00002393-02,VTR-00002393,BAUSTEIN,BS-TIER-HUND,,,,2025-10-01,
DEK-00002394-01,VTR-00002394,HAUPTDECKUNG,,50000000.0,0.0,fix,2021-10-01,
DEK-00002394-02,VTR-00002394,BAUSTEIN,BS-TIER-HUND,,,,2021-10-01,
DEK-00002394-03,VTR-00002394,BAUSTEIN,BS-SCHLUESSEL,,,,2021-10-01,
DEK-00002395-01,VTR-00002395,HAUPTDECKUNG,,5000000.0,200.0,fix,2011-04-01,
DEK-00002396-01,VTR-00002396,HAUPTDECKUNG,,10000000.0,150.0,fix,2015-01-01,2024-09-01
DEK-00002397-01,VTR-00002397,HAUPTDECKUNG,,5000000.0,0.0,fix,2021-02-01,2022-09-01
DEK-00002397-02,VTR-00002397,BAUSTEIN,BS-SCHLUESSEL,,,,2021-02-01,2022-09-01
DEK-00002397-03,VTR-00002397,BAUSTEIN,BS-KINDER,,,,2021-02-01,2022-09-01
DEK-00002398-01,VTR-00002398,HAUPTDECKUNG,,50000000.0,0.0,fix,2023-06-01,
DEK-00002398-02,VTR-00002398,BAUSTEIN,BS-TIER-PFERD,,,,2023-06-01,
DEK-00002399-01,VTR-00002399,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-11-01,
DEK-00002400-01,VTR-00002400,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-10-01,
DEK-00002401-01,VTR-00002401,HAUPTDECKUNG,,5000000.0,100.0,fix,2016-09-01,2022-01-01
DEK-00002402-01,VTR-00002402,HAUPTDECKUNG,,5000000.0,200.0,fix,2015-06-01,
DEK-00002403-01,VTR-00002403,HAUPTDECKUNG,,5000000.0,100.0,fix,2020-05-01,
DEK-00002404-01,VTR-00002404,HAUPTDECKUNG,,20000000.0,0.0,fix,2023-02-01,2024-10-01
DEK-00002404-02,VTR-00002404,BAUSTEIN,BS-AUSFALL,,,,2023-02-01,2024-10-01
DEK-00002405-01,VTR-00002405,HAUPTDECKUNG,,50000000.0,0.0,fix,2022-06-01,
DEK-00002406-01,VTR-00002406,HAUPTDECKUNG,,5000000.0,200.0,fix,2002-10-01,2005-08-01
DEK-00002407-01,VTR-00002407,HAUPTDECKUNG,,5000000.0,150.0,fix,2006-04-01,2012-08-01
DEK-00002408-01,VTR-00002408,HAUPTDECKUNG,,10000000.0,0.0,fix,2022-12-01,
DEK-00002409-01,VTR-00002409,HAUPTDECKUNG,,10000000.0,200.0,fix,2018-12-01,2023-09-01
DEK-00002410-01,VTR-00002410,HAUPTDECKUNG,,5000000.0,0.0,fix,2019-11-01,
DEK-00002411-01,VTR-00002411,HAUPTDECKUNG,,10000000.0,0.0,fix,2025-09-01,
DEK-00002411-02,VTR-00002411,BAUSTEIN,BS-SCHLUESSEL,,,,2025-09-01,
DEK-00002412-01,VTR-00002412,HAUPTDECKUNG,,10000000.0,0.0,fix,2015-02-01,2024-07-01
DEK-00002412-02,VTR-00002412,BAUSTEIN,BS-TIER-PFERD,,,,2015-02-01,2024-07-01
DEK-00002412-03,VTR-00002412,BAUSTEIN,BS-OELTANK,,,,2015-02-01,2024-07-01
DEK-00002413-01,VTR-00002413,HAUPTDECKUNG,,10000000.0,200.0,fix,2016-09-01,
DEK-00002413-02,VTR-00002413,BAUSTEIN,BS-GEBAEUDE,,,,2016-09-01,
DEK-00002414-01,VTR-00002414,HAUPTDECKUNG,,5000000.0,0.0,fix,2023-06-01,
DEK-00002415-01,VTR-00002415,HAUPTDECKUNG,,10000000.0,0.0,fix,2022-05-01,
DEK-00002416-01,VTR-00002416,HAUPTDECKUNG,,50000000.0,0.0,fix,2022-07-01,
DEK-00002416-02,VTR-00002416,BAUSTEIN,BS-AUSFALL,,,,2022-07-01,
DEK-00002416-03,VTR-00002416,BAUSTEIN,BS-KINDER,,,,2022-07-01,
DEK-00002417-01,VTR-00002417,HAUPTDECKUNG,,10000000.0,0.0,fix,2025-02-01,
DEK-00002417-02,VTR-00002417,BAUSTEIN,BS-TIER-HUND,,,,2025-02-01,
DEK-00002418-01,VTR-00002418,HAUPTDECKUNG,,10000000.0,200.0,fix,2016-10-01,2021-10-01
DEK-00002419-01,VTR-00002419,HAUPTDECKUNG,,50000000.0,0.0,fix,2022-01-01,
DEK-00002419-02,VTR-00002419,BAUSTEIN,BS-AUSFALL,,,,2022-01-01,
DEK-00002420-01,VTR-00002420,HAUPTDECKUNG,,10000000.0,0.0,fix,2020-02-01,2023-10-01
DEK-00002421-01,VTR-00002421,HAUPTDECKUNG,,10000000.0,0.0,fix,2014-03-01,2023-08-01
DEK-00002422-01,VTR-00002422,HAUPTDECKUNG,,5000000.0,0.0,fix,2018-02-01,2019-07-01
DEK-00002423-01,VTR-00002423,HAUPTDECKUNG,,10000000.0,150.0,fix,2020-10-01,2021-03-01
DEK-00002423-02,VTR-00002423,BAUSTEIN,BS-GEBAEUDE,,,,2020-10-01,2021-03-01
DEK-00002423-03,VTR-00002423,BAUSTEIN,BS-AUSFALL,,,,2020-10-01,2021-03-01
DEK-00002424-01,VTR-00002424,HAUPTDECKUNG,,20000000.0,0.0,fix,2022-08-01,
DEK-00002424-02,VTR-00002424,BAUSTEIN,BS-GEBAEUDE,,,,2022-08-01,
DEK-00002424-03,VTR-00002424,BAUSTEIN,BS-AUSFALL,,,,2022-08-01,
DEK-00002424-04,VTR-00002424,BAUSTEIN,BS-KINDER,,,,2022-08-01,
DEK-00002425-01,VTR-00002425,HAUPTDECKUNG,,10000000.0,0.0,fix,2021-12-01,
DEK-00002426-01,VTR-00002426,HAUPTDECKUNG,,10000000.0,200.0,fix,2025-01-01,
DEK-00002427-01,VTR-00002427,HAUPTDECKUNG,,10000000.0,200.0,fix,2025-12-01,
DEK-00002428-01,VTR-00002428,HAUPTDECKUNG,,5000000.0,500.0,fix,2025-02-01,
DEK-00002428-02,VTR-00002428,BAUSTEIN,BS-TIER-HUND,,,,2025-02-01,
DEK-00002429-01,VTR-00002429,HAUPTDECKUNG,,10000000.0,200.0,fix,2025-12-01,
DEK-00002430-01,VTR-00002430,HAUPTDECKUNG,,5000000.0,0.0,fix,2011-01-01,2012-01-01
DEK-00002431-01,VTR-00002431,HAUPTDECKUNG,,5000000.0,0.0,fix,2020-12-01,
DEK-00002431-02,VTR-00002431,BAUSTEIN,BS-GEBAEUDE,,,,2020-12-01,
DEK-00002431-03,VTR-00002431,BAUSTEIN,BS-AUSFALL,,,,2020-12-01,
DEK-00002432-01,VTR-00002432,HAUPTDECKUNG,,20000000.0,0.0,fix,2022-01-01,
DEK-00002433-01,VTR-00002433,HAUPTDECKUNG,,5000000.0,0.0,fix,2023-11-01,
DEK-00002434-01,VTR-00002434,HAUPTDECKUNG,,10000000.0,200.0,fix,2019-10-01,
DEK-00002434-02,VTR-00002434,BAUSTEIN,BS-TIER-HUND,,,,2019-10-01,
DEK-00002435-01,VTR-00002435,HAUPTDECKUNG,,5000000.0,200.0,fix,2025-02-01,
DEK-00002436-01,VTR-00002436,HAUPTDECKUNG,,10000000.0,100.0,fix,2013-05-01,2017-03-01
DEK-00002437-01,VTR-00002437,HAUPTDECKUNG,,5000000.0,0.0,fix,2025-10-01,
DEK-00002438-01,VTR-00002438,HAUPTDECKUNG,,50000000.0,0.0,fix,2025-11-01,
DEK-00002439-01,VTR-00002439,HAUPTDECKUNG,,5000000.0,500.0,fix,2025-02-01,
DEK-00002440-01,VTR-00002440,HAUPTDECKUNG,,10000000.0,200.0,fix,2020-06-01,2023-06-01
DEK-00002441-01,VTR-00002441,HAUPTDECKUNG,,5000000.0,0.0,fix,2005-11-01,2012-07-01
DEK-00002442-01,VTR-00002442,HAUPTDECKUNG,,10000000.0,200.0,fix,2025-02-01,
DEK-00002442-02,VTR-00002442,BAUSTEIN,BS-SCHLUESSEL,,,,2025-02-01,
DEK-00002443-01,VTR-00002443,HAUPTDECKUNG,,10000000.0,0.0,fix,2023-03-01,
DEK-00002443-02,VTR-00002443,BAUSTEIN,BS-AUSFALL,,,,2023-03-01,
DEK-00002444-01,VTR-00002444,HAUPTDECKUNG,,50000000.0,0.0,fix,2023-12-01,2024-10-01
DEK-00002444-02,VTR-00002444,BAUSTEIN,BS-AUSFALL,,,,2023-12-01,2024-10-01
DEK-00002444-03,VTR-00002444,BAUSTEIN,BS-SCHLUESSEL,,,,2023-12-01,2024-10-01
DEK-00002444-04,VTR-00002444,BAUSTEIN,BS-KINDER,,,,2023-12-01,2024-10-01
DEK-00002444-05,VTR-00002444,BAUSTEIN,BS-DROHNE,,,,2023-12-01,2024-10-01
DEK-00002445-01,VTR-00002445,HAUPTDECKUNG,,20000000.0,0.0,fix,2019-02-01,
DEK-00002445-02,VTR-00002445,BAUSTEIN,BS-KINDER,,,,2019-02-01,
DEK-00002446-01,VTR-00002446,HAUPTDECKUNG,,50000000.0,0.0,fix,2025-12-01,
DEK-00002446-02,VTR-00002446,BAUSTEIN,BS-SCHLUESSEL,,,,2025-12-01,
DEK-00002447-01,VTR-00002447,HAUPTDECKUNG,,5000000.0,0.0,fix,2021-12-01,
DEK-00002448-01,VTR-00002448,HAUPTDECKUNG,,5000000.0,200.0,fix,2015-07-01,2018-12-01
